Job_Title,Skill,Company,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Company_Employees,Company_Industry
Data Analyst,Microsoft SQL Server| Machine Learning| Hadoop| Power BI| R| Excel| SQL| Python,Zelis Healthcare,29,2.599999905,30,NJ,,Health Care
Data Analyst,Confluence| Data Warehouse| Jira| SQL,Delta Dental of Minnesota,5,4.800000191,30,MN,"Less than 10,000",Insurance
Data Analyst II,Oracle| Excel| SQL| Financial Modeling,Community Medical Centers,321,3.900000095,12,CA,,Health Care
Data Analyst,Hive| Python| SQL,Kohler Co.,534,3.700000048,30,WI,,
Data Analyst,Informatica| Oracle| SQL,Capgemini,6072,3.799999952,30,NC,"10,000+",Consulting and Business Services
Data Analyst,Java| Microsoft SQL Server| Power BI| SDLC| Leadership Experience| Python| SQL,Galaxy Systems,4,1.799999952,30,NJ,,
Data Analyst,Microsoft SQL Server| SQL| Tableau,Asembia LLC,27,2.400000095,30,NJ,"Less than 10,000",Pharmaceuticals
Customer Experience Data Analyst,Microsoft Powerpoint| Power BI| R| Microsoft Office| Excel| SQL| Data Analysis| Python,Corning,431,4,25,MA,"10,000+",Construction
"Data Analyst - Media, Partnerships Analytics",Hive| R| SAS| Oracle| SQL| Tableau| STATA| MySQL| Facebook Advertising| SPSS,Facebook,387,4.199999809,19,NY,"10,000+",Internet and Software
Data Analyst,Business Intelligence| Project Management| R| SAS| SQL| Python,Zimmerman Advertising,68,2.900000095,18,TX,,
Data Analytics & Innovation Analyst,Hive| Data Mining| Power BI| R| SAS| SQL| Tableau| Microsoft Access| Spark| Python,American Express,6037,4.199999809,1,UT,"10,000+",Banks and Financial Services
Data Analyst - USA,Microsoft SQL Server| Data Mining| Google Analytics| SQL| Python,Ingram Micro,1472,3.799999952,30,NY,"10,000+",Computers and Electronics
Data Analyst,Data Analysis,Capgemini,6072,3.799999952,30,NC,"10,000+",Consulting and Business Services
Data Analyst,Data Analysis,Capgemini,6072,3.799999952,30,NC,"10,000+",Consulting and Business Services
Data Analyst,Data Analysis,Capgemini,6072,3.799999952,30,NC,"10,000+",Consulting and Business Services
Sr. Data Analyst - Digital & Customer Analytics,Business Intelligence| Alteryx| QlikView| SQL| Tableau,JPMorgan Chase,21159,3.900000095,7,DE,"10,000+",Banks and Financial Services
Data Analyst IV,CSS| Oracle| SQL,Common Securitization Solutions,6,2.200000048,11,CA,"Less than 10,000",Banks and Financial Services
Sr. Data Analyst,R| Python| SQL| Tableau,Pluralsight,8,4.5,30,UT,"Less than 10,000",Internet and Software
Global Data Analyst,Excel| Tableau| Accounting| Analysis Skills| Business Analysis,Tate & Lyle,65,3.400000095,10,IL,"Less than 10,000",Industrial Manufacturing
Data Analyst,Business Intelligence| Data Mining| Microsoft SQL Server| Machine Learning| Oracle| SQL| Sybase| Data Warehouse,Ascensus,79,3.099999905,30,MN,"Less than 10,000",Banks and Financial Services
"Data Analyst, Research",R| Oracle| SAS| Python| SQL| Microsoft Office| Tableau,Trinity Health,46,4.199999809,30,MI,,Health Care
Data Analyst,Data Mining| R| Python| SQL| Tableau,Getty Images,102,3.900000095,30,NY,"Less than 10,000",
Senior Consulting Data Analyst,,Kaiser Permanente,8164,4.199999809,21,CA,"10,000+",Health Care
Data Analyst,Machine Learning| Azure| Programmable Logic Controllers| AWS,WestRock,1378,3.400000095,30,GA,"10,000+",Industrial Manufacturing
Metrics & Data Analytics Analyst,Informatica| Oracle| SQL,CSRA,318,3.5,30,CA,,
Environmental Data Analyst,Microsoft SQL Server| Microsoft Powerpoint| R| Management Experience| Crystal Reports| Microsoft Access| Tableau| Java| Microsoft Word| GIS| Python,ddms,5,2.599999905,27,USA,,
Data Analyst - Financial Crimes,Data Mining| SAS| Python| Audits| SQL| Microsoft Office,U.S. Bank,5986,3.700000048,4,OH,"10,000+",Banks and Financial Services
Data Analyst III,Business Intelligence| Data Mining| Technical Writing| Visual Basic| Project Management| R| SQL| Python,Emory Healthcare,1244,4,18,GA,,Health Care
Grains and Oilseeds Data Analyst,SharePoint| R| Data Science| Python| Microsoft Office,Louis Dreyfus,392,4,30,CT,,
Data Analyst,Business Intelligence| Microsoft SQL Server| PowerShell| Power BI| Azure| SDLC| SQL| JSON| Tableau| SharePoint| Confluence| Quality Management| Jira,Ace Technologies,16,4.099999905,7,IL,,Internet and Software
Data Analyst,Time Management| R| SQL| Tableau| AWS,ZeniMax Media Inc.,,,30,TX,,
Data Analyst,JavaScript| Time Management| Hadoop| Power BI| Scala| R| Kafka| SQL| Tableau| React| Spark| Python| Elasticsearch| AWS,AllianceData,988,3.799999952,11,CA,"Less than 10,000",Banks and Financial Services
Data Analyst,SAS| SQL,Capgemini,6072,3.799999952,13,IL,"10,000+",Consulting and Business Services
Data Analyst,SAS| SQL,Capgemini,6072,3.799999952,13,IL,"10,000+",Consulting and Business Services
Data Analytics Analyst,Oracle| Crystal Reports| SQL,Central Maine Medical Center,117,3.299999952,30,ME,,Health Care
Sr. Data Analyst,R| SAS| SQL| Tableau| STATA,Electronic Arts,417,3.900000095,30,FL,"Less than 10,000",Internet and Software
Threat Data Analyst,Linux| MySQL| Scripting| Python| Elasticsearch,InfoArmor Inc,,,30,AZ,,
Data Analyst III,Data Warehouse| Excel| SQL| Microsoft Office| Microsoft Access,Centene,1134,3.299999952,12,MO,"Less than 10,000",InsuranceHealth Care
Metrics & Data Analytics Analyst,Informatica| Oracle| SQL,CSRA,318,3.5,30,CA,,
Master Data Analyst,SharePoint| ERP Systems| Visio| SAP| Excel| Microsoft Office,Fortive,,,11,CA,,
Clinical Data Analyst,,Prime Healthcare,1303,3.700000048,30,CA,"10,000+",Health Care
Healthcare Data Analyst,Python| SQL,Precision Health AI,,,30,MA,,
Data Analyst,Data Analysis| MATLAB| Python| SQL,Castleton Commodities International,11,3.299999952,30,TX,,
Data Analyst,Oracle| SQL,Capgemini,6072,3.799999952,29,CA,"10,000+",Consulting and Business Services
Data Analyst III,Data Analysis| Excel| SQL| Microsoft Office| Microsoft Access,Centene,1134,3.299999952,21,GA,"Less than 10,000",InsuranceHealth Care
Benefits Data Analyst - Health Analytics,,University of California UCOP,1198,4.300000191,30,CA,,Education and Schools
Client Success Data Analyst,SQL| Tableau,Collective Health,7,4.099999905,30,CA,,
Data Analyst,Process Improvement| SDLC,Cognizant,10491,4,30,SC,"10,000+",Internet and Software
Data Analyst - Supply Chain,Microsoft Access| .Net| Java,Fanatics Inc.,455,3.700000048,26,FL,"Less than 10,000",Retail
Data Analyst,Data Mining| Time Management| R| SAS| Statisical Analysis| SQL| SPSS,T1D Exchange,,,30,MA,,
Quantitative Data Analyst (Cogo Labs) Co-op,,Cogo Labs,2,3.5,19,MA,"Less than 10,000",Internet and Software
CRM Data Analyst,Statistical Software| Performance Marketing| Quantitative Analysis| R| SAS| SQL| Tableau| Python,sweetgreen,201,3.700000048,30,CA,"Less than 10,000",Food and Beverages
Data Analyst,Hive| Hadoop| R| Azure| SQL| Big Data| Spark| Python,"Brooks Sports, Inc",31,4,30,WA,,
Data Analyst,Data Mining| Data Analysis| Google Suite| Quantitative Research| Microsoft Office| SQL,Virtru,,,23,DC,,
Sales Data Analyst,Data Analysis,JFrog,2,4,30,CA,,
Data Analyst,Oracle| SQL,Capgemini,6072,3.799999952,29,CA,"10,000+",Consulting and Business Services
Data Analytics Analyst,Hyperion| SQL| Microsoft Office| Microsoft Access| Tableau,Bank of the West,983,3.599999905,30,CA,"Less than 10,000",Banks and Financial Services
Benefits Data Analyst - Retirement,Microsoft Powerpoint| Project Management| Workday| Microsoft Office,HP,10824,4,30,TX,"10,000+",Computers and Electronics
Data Analyst,Business Intelligence| Microsoft SQL Server| Power BI| Azure| R| SQL| Tableau| Python,Barings,16,4.099999905,19,NC,,
Healthcare Data Analyst,STATA| Machine Learning| R| Python| SQL,Thomas Jefferson University and Hospitals,663,4,21,PA,"10,000+",Education and Schools
Data Analyst (Field),R| SQL| Tableau| STATA| Predictive Analytics| SPSS| Business Analysis,Hiscox Ltd,39,3.900000095,30,GA,"Less than 10,000",Insurance
Data Analyst,Oracle| SQL,Capgemini,6072,3.799999952,30,CA,"10,000+",Consulting and Business Services
Business/ Data Analyst,Data Mining| Microsoft Powerpoint| Business Analysis| SQL,Candid Partners,,,11,GA,,
"Data Analyst, Social Networking",JavaScript| MySQL| Visual Basic| Oracle| Python| SQL| Excel| HTML5,Bloomberg,671,3.900000095,30,NJ,"10,000+","Media, News and Publishing"
"Data Analyst, AVP",Microsoft Powerpoint| SQL,State Street,2067,3.5,11,MA,"10,000+",Banks and Financial Services
"Data Analyst, Junior",Data Mining| Machine Learning| R| Perl| SAS| Tableau| Splunk| SPSS| Docker| Python,Booz Allen Hamilton,1733,3.900000095,30,DC,"10,000+",Consulting and Business Services
Senior Consulting Data Analyst,SAS,Kaiser Permanente,8164,4.199999809,30,CA,"10,000+",Health Care
Data Analyst,Hive| Data Mining| Microsoft Powerpoint| Power BI| Azure| SQL| Excel| Big Data| Spark| Analysis Skills| Data Analysis,Microsoft,5178,4.199999809,30,WA,"10,000+",Internet and Software
Reporting & Data Analyst III,Time Management| Microsoft Powerpoint| Excel| Analysis Skills| Business Analysis| Adobe Marketing,Meijer,6797,3.5,12,MI,"10,000+",Retail
User Acquisition Data Analyst,Performance Marketing| Data Analysis| Jira| SQL| Tableau,Kabam,24,4.099999905,30,CA,"Less than 10,000",Internet and Software
Data Analyst,Oracle| SQL,Capgemini,6072,3.799999952,30,CA,"10,000+",Consulting and Business Services
Data Analyst,Data Mining| Microsoft Powerpoint| SDLC| Microsoft Office| SQL| Microsoft Word| Data Warehouse| Visio| Data Analysis,Superior Vision,36,2.400000095,30,MD,,
"PROCUREMENT DATA ANALYST - Decatur, IL",Power BI| Project Management| R| SQL| Tableau| Python,Archer Daniels Midland Company,733,3.700000048,4,IL,"10,000+",Agriculture and Extraction
Report and Data Analyst,SQL| Tableau,South Dakota State University Foundation,,,28,SD,,
CORE - Data Analyst,Design Experience| Business Analysis| SQL,Logic20/20,8,3.599999905,30,WA,"Less than 10,000",Consulting and Business Services
Reporting / Operations / Data Analyst,Visual Basic| Oracle| Excel| SQL| Python,Fitch Group,83,3.799999952,19,NY,,
"data analyst, Retail Operations - SSC - Seattle, WA",Pig| Data Mining| Ruby| Power BI| R| Oracle| SAS| SQL| Tableau| Java| STATA| Data Warehouse| SPSS| Data Analysis| Python,Starbucks,27858,4.099999905,5,WA,"10,000+","Restaurants, Travel and Leisure"
"data analyst, Retail Operations - SSC - Seattle, WA",Pig| Data Mining| Ruby| Power BI| R| Oracle| SAS| SQL| Tableau| Java| STATA| Data Warehouse| SPSS| Data Analysis| Python,Starbucks,27858,4.099999905,4,WA,"10,000+","Restaurants, Travel and Leisure"
Data Analyst,Java| Hive| Scala| Python| SQL| AWS,Sovrn Holdings,7,3.299999952,26,CO,"Less than 10,000","Media, News and Publishing"
M/WBE Research & Data Analyst,Data Mining| SAS| SQL| Excel| Microsoft Office| Microsoft Access| Visio| Python,NYC Careers,,,30,NY,,Government
Data Analyst - Digital Strategy & Growth,Python| SQL| Tableau,Disney,4330,4.199999809,30,CA,"10,000+","Restaurants, Travel and Leisure"
Data Analyst III-ETL,Java| Microsoft Project| Microsoft SQL Server| XML| Visio| Oracle| SQL,Arthrex,93,3.799999952,1,NY,"Less than 10,000",Industrial Manufacturing
EBI Data Analyst II,Data Warehouse| SDLC| CSS| SQL,Baylor Scott & White Health,2132,3.900000095,30,TX,"10,000+",Health Care
Data Analyst,Data Mining| Scala| Azure| SQL| JSON| Tableau| Java| MySQL| S3| MongoDB| Data Analysis| NoSQL| Python| Elasticsearch| AWS,Spireon,23,3,30,CA,,
Airforce Aviation Data Analyst,R| Microsoft Office| Tableau| STATA| Data Analysis| MATLAB| Military Experience,Leidos,653,3.700000048,16,VA,"10,000+",Aerospace and Defense
Healthcare Data Analyst II,Data Mining| Microsoft SQL Server| Microsoft Powerpoint| SAS| Crystal Reports| Excel| Microsoft Access| Design Experience| SPSS,Inland Empire Health Plan,99,3.599999905,30,CA,"Less than 10,000",Health Care
Analytic Data Analyst,Database Administration| Data Warehouse| Business Analysis| SAS| SQL| Microsoft Office,Highmark Health,610,3.200000048,12,PA,,Health Care
Lead Data Analyst,Leadership Experience| Excel,WestRock,1378,3.400000095,14,GA,"10,000+",Industrial Manufacturing
Lead Data Analyst,Leadership Experience| Excel,WestRock,1378,3.400000095,14,GA,"10,000+",Industrial Manufacturing
Technical Data Analyst,MySQL| Microsoft SQL Server| Machine Learning| Scripting| R| Python| Tableau| AWS,"PitchBook Data, Inc.",,,8,WA,,
Data Analyst - Healthcare Payer,XML| Data Analysis| SQL| Microsoft Access,Perficient,50,3.400000095,30,MA,"Less than 10,000",Consulting and Business Services
Claims Policy Data Analyst,RN,Commonwealth Care Alliance,62,3.5,7,MA,"Less than 10,000",Health Care
Data Analyst 1,Data Mining| Power BI| R| Azure| SQL| Tableau| Spark| QlikView| Informatica| Python| OOP,Donnelley Financial Solutions,43,3.099999905,21,IL,"Less than 10,000",Consulting and Business Services
Data Analyst,Visual Basic| Power BI| Excel| SQL| Tableau| Data Analysis,CORTEK,12,4.199999809,20,MD,,
"Data Analyst, Product",R| SQL| Data Warehouse| Python,VSCO,,,30,CA,,
Senior Data Analyst,R| Perl| SAS| SQL| STATA| Data Analysis| Python,"William E. Wecker Associates, Inc.",,,9,WY,,
Business Data Analyst II,Time Management| Crystal Reports| SQL,Rent-A-Center,3822,3.200000048,26,TX,"10,000+",Retail
Data Analyst,JavaScript| Data Mining| Microsoft SQL Server| Visual Basic| Oracle| Crystal Reports| SQL| Tableau,New York University,729,4.199999809,30,NY,"Less than 10,000",Education and Schools
Data Analyst,Data Mining| R| SAS| SQL| Tableau| T-SQL| PL/SQL| Spark| Data Analysis| AWS,KMM Technologies,2,2.5,16,VA,,
Senior Consulting Data Analyst,SAS,Kaiser Permanente,8164,4.199999809,30,CA,"10,000+",Health Care
Quality Data Analyst - Senior,,"Cummins Power Systems, LLC.",2705,3.900000095,30,IN,"10,000+",Industrial Manufacturing
Quality Data Analyst - Senior,,Cummins Inc.,2705,3.900000095,30,IN,"10,000+",Industrial Manufacturing
Marketing Data Analyst,Marketing| HubSpot,Russian School of Mathematics,17,3.799999952,30,MA,,
Enterprise Data Analyst,Statistical Software| Data Mining| Machine Learning| R| Python,Farm Bureau Insurance of Michigan,177,4.099999905,8,MI,"Less than 10,000",Insurance
Data Analytics Analyst,Hyperion| SQL| Microsoft Office| Microsoft Access| Tableau,BNP Paribas,2542,3.900000095,30,CA,"10,000+",Banks and Financial Services
"Data Analyst I, Safety and Insurance",Hive| Spark| R| Python| SQL,Uber,641,3.799999952,30,CA,"10,000+",Internet and Software
Pricing Data Analyst,Data Warehouse| Power BI| Hadoop| R| Python| SQL| Tableau,Staples,9416,3.599999905,30,MA,"10,000+",Retail
Senior Data Analyst,R| Python,HopJump,,,30,MA,,
Workforce Data Analyst,Excel| SQL,CACI,1435,3.900000095,27,DC,"10,000+",Consulting and Business Services
Marketing Data Analyst,Quantitative Analysis| Data Mining| Microsoft Powerpoint| Scripting| Marketing| R| Digital Marketing| Microsoft Office| SQL| Tableau| Python| Attribution Modeling,Autodesk,333,4.099999905,30,CA,"Less than 10,000",Internet and Software
Data Analyst,,Diné Development Corporation,,,25,OH,,
Business Data Analyst,,Prospect 33,2,4.5,30,NC,,
Data Analyst - Internal Audit,Time Management| Visual Basic| SQL| QlikView| Audits,AIG,2807,3.799999952,6,NC,"10,000+",Insurance
Algorithm Project Data Analyst,Data Mining| Python| SQL,Aptiv,65,3.900000095,30,MI,"10,000+",Computers and Electronics
Reporting and Data Analyst,Data Mining| R| SAS| SQL| Microsoft Office| Tableau| Alteryx| SPSS,A. H. Belo Corporation,3,3.299999952,30,TX,,
Sr Data Analyst,Data Mining| Microsoft Powerpoint| Data Analysis| SQL| Microsoft Office,Verscend Technologies,75,3.400000095,20,MD,,
Data Analyst II,Business Intelligence| Crystal Reports| Microsoft Office| Tableau,Vera Whole Health,6,4.300000191,15,WA,,
"Product Data Analyst, Sponsored Products, Product",Hadoop,Criteo,27,4,30,CA,,
Sr. Data Analyst,SQL,Bird Rides Inc.,5,4.599999905,30,CA,,Transport and Freight
Intelligence Data Analyst,Machine Learning| R| Python,"Apogee Integration, LLC",,,30,FL,,
Data Analytics Analyst,Accounting| Power BI| SAS| SQL| Microsoft Office,Assurant,2056,3.599999905,30,GA,"10,000+",Insurance
Data Analyst III,,Centene,,,30,GA,"Less than 10,000",InsuranceHealth Care
Data Analyst,Data Analysis| Excel| Microsoft Access,"Strategic Resources, Inc.",102,3.700000048,30,VA,"Less than 10,000",Consulting and Business Services
Data Analyst,Business Intelligence| Tableau,Deloitte,7197,4,30,VA,"10,000+",Consulting and Business Services
Data Analyst,Data Analysis| Statisical Analysis| SQL| Tableau,Planned Systems International,24,4.099999905,21,VA,,
Data Analyst II,Business Intelligence| Machine Learning| Hadoop| Oracle| SQL| Tableau| Adobe Marketing,Beachbody,199,4,30,CA,"Less than 10,000",Retail
Business Data Analyst,Data Mining,"HumanTouch, LLC",3,4.699999809,12,VA,,
Data Analyst,Hive| Data Mining| Visual Basic| Hadoop| R| SQL| Tableau| SPSS| MATLAB,FourthWall Media,,,30,VA,,
IT Data Analyst,Microsoft Powerpoint| Process Improvement| Statisical Analysis| Microsoft Office| Visio,Booz Allen Hamilton,1733,3.900000095,5,TN,"10,000+",Consulting and Business Services
"Senior Analyst, Data Analytics",Business Intelligence| Microsoft Powerpoint| Hadoop| R| SAS| Data Science| Python,Prudential,2348,3.900000095,1,NJ,"10,000+",Banks and Financial Services
EDP Business Data Analyst,,Capgemini,6072,3.799999952,30,NC,"10,000+",Consulting and Business Services
Technical Data Analyst,,Clarkston Consulting,10,4.599999905,30,USA,,
Technical Data Analyst,Linux| Hadoop| Scripting| Kafka| SQL| Tableau| MySQL| PostgreSQL| NoSQL| Python| Elasticsearch,Riot Games,26,3.799999952,29,CA,"Less than 10,000",Internet and Software
Data Analytics Analyst,Oracle| SQL,CSRA,318,3.5,30,CA,,
Quality Improvement Data Analyst,,Boston Children's Hospital,377,4.199999809,30,MA,"Less than 10,000",Organization
"Performance and Data Analyst, Client Insights",Microsoft Powerpoint| R| SAS| Python| SQL| Tableau,"TrueCar, Inc.",21,3.400000095,7,TX,,
"Data Analyst, Content Indexing",JavaScript| Machine Learning| R| Python| SQL,Bloomberg,671,3.900000095,27,NJ,"10,000+","Media, News and Publishing"
College Enrollment Data Analyst,JavaScript| Microsoft SQL Server| XML| CSS| HTML5,College Raptor,,,16,IA,,
EDP Business Data Analyst,,Capgemini,6072,3.799999952,29,NC,"10,000+",Consulting and Business Services
Data Analyst Professional,SOX| Visio| Business Analysis| Excel| SQL,Freddie Mac,607,3.900000095,30,VA,"Less than 10,000",Banks and Financial Services
Data Analyst Lead - Data Quality,Data Mining,Capgemini,6072,3.799999952,13,GA,"10,000+",Consulting and Business Services
CSG Transformation Advanced Data Analyst,Data Mining| Machine Learning| Hadoop| R| Statisical Analysis| SQL| Teradata| Spark,Dell,8696,4,30,TX,"10,000+",Computers and Electronics
Data Analyst,Microsoft SQL Server| SAS| SQL| Tableau,Banner Health,1764,3.799999952,30,AZ,"10,000+",Health Care
"Associate, Data Analyst",Oracle| SQL| Troubleshooting| Informatica,Charles Schwab,948,4.099999905,25,TX,"10,000+",Banks and Financial Services
Marketing Data Analyst,Marketing| Digital Marketing| SQL| Tableau| REST| Data Analysis,ForeFlight,2,3.5,30,TX,,
Data Analyst,Microsoft SQL Server| Microsoft Office,CACI,1435,3.900000095,30,VA,"10,000+",Consulting and Business Services
Senior Data Analyst,Survey Design| Data Mining| Machine Learning,NORC at the University of Chicago,390,3.5,30,IL,"Less than 10,000",Organization
"Product Data Analyst, Sponsored Products",Hadoop,Criteo,27,4,30,CA,,
"Analyst, Customer Analytics",Data Mining| SQL| Tableau,REI,454,4.099999905,14,WA,"10,000+",Retail
Data Analyst 2,SharePoint| Data Mining| Data Analysis| Hadoop| Tableau,Capgemini,6072,3.799999952,30,IL,"10,000+",Consulting and Business Services
"Data Analyst, Ecommerce",Data Mining| Power BI| R| Python| SQL| Tableau,BoxyCharm,6,2.799999952,30,FL,,
"Senior Analyst, Data Analytics",Business Intelligence| Microsoft Powerpoint| Hadoop| R| SAS| Data Science| Python,Prudential,2348,3.900000095,1,CT,"10,000+",Banks and Financial Services
"Data Analyst, Ecommerce",Data Mining| Power BI| R| Python| SQL| Tableau,Boxy Charm,6,2.799999952,30,FL,,
Data Analyst IV,Business Intelligence| Excel| SQL| Microsoft Office| Microsoft Access| Data Warehouse| Data Analysis,Centene,1134,3.299999952,30,CA,"Less than 10,000",InsuranceHealth Care
Salesforce Data Analyst,XML| SQL| Microsoft Office| Data Warehouse| Data Analysis,Acumen Solutions,14,3.700000048,15,CA,,
Data Analyst IV,Data Warehouse| Data Analysis| Excel| SQL| Microsoft Office| Microsoft Access,Centene,1134,3.299999952,30,MO,"Less than 10,000",InsuranceHealth Care
Engine Development Data Analyst,MATLAB| Calibration,"Pinnacle Engines, Inc.",,,30,CA,,
Senior Data Analyst,,NORC at the University of Chicago,,,28,IL,"Less than 10,000",Organization
Data Analyst – Business Intelligence,R| Python| Jira| SQL| Tableau,"iSpot.tv, Inc.",,,30,WA,,
Data Analyst,JavaScript| Hive| Machine Learning| Hadoop| R| SAS| SQL| Tableau| Big Data| Predictive Analytics| Python,Glu Mobile,16,3.200000048,30,CA,,
IT Healthcare Data Analyst,Business Intelligence| Excel| SQL,CenCal Health,7,4.300000191,7,CA,,
Clinical Data Analyst,"Conflict Management| Epic| ""Drivers License""| Business Analysis",Ely-Bloomenson Community Hospital,,,1,MN,,
"Data Analyst - Technology - Remote, Nationwide",Business Intelligence| Database Administration| Microsoft SQL Server| SQL,Bank of America Merchant Services,167,3.5,5,NC,"Less than 10,000",Banks and Financial Services
"Data Analyst - Technology - Remote, Nationwide",Business Intelligence| Database Administration| Microsoft SQL Server| SQL,Bank of America Merchant Services,167,3.5,5,NC,"Less than 10,000",Banks and Financial Services
Scientific Data Analyst,Statistical Software| Data Mining| R| MATLAB| Python,Stanford University,530,4.300000191,26,CA,"Less than 10,000",Education and Schools
Senior Data Analyst,Supervising Experience| SQL| Tableau,Walmart eCommerce,252,3.700000048,27,CA,"Less than 10,000",Internet and Software
Senior Data Analyst,SQL,National Instruments,244,4,19,TX,"Less than 10,000",Computers and Electronics
Data Analyst,Salesforce CRM| Data Mining| Project Management| Microsoft Office| SQL| Tableau| Audits,Qualys,14,3.900000095,30,CA,"Less than 10,000",Computers and Electronics
"Master Data Analyst ∞ (Maplewood, MN)",APICS Certification| SAP| Leadership Experience| Military Experience| Coaching Experience| Excel| Microsoft Access,3M,2836,4.099999905,1,MN,"10,000+",Industrial Manufacturing
Data Analytics Analyst,Oracle| SQL,CSRA,318,3.5,30,CA,,
Data Analytics Analyst,Oracle| SQL,CSRA,318,3.5,30,CA,,
Tech Ops/Data Analyst,SharePoint| Data Mining| Microsoft Powerpoint| Visio| Excel| Microsoft Office,JPMorgan Chase,21159,3.900000095,13,OH,"10,000+",Banks and Financial Services
Growth Hacking Data Analyst,Statisical Analysis| SQL,BorderX Lab Inc,,,26,CA,,
Sr. Data Analyst,Quantitative Analysis| Data Analysis| Excel| Tableau,Central Texas Food Bank,10,3.099999905,30,TX,,
Senior Data Analyst - MileOne Autogroup,Microsoft SQL Server| SAS| SQL| Tableau| Data Analysis,MileOne Automotive,66,2.5,16,MD,"Less than 10,000",Auto
Senior Data Analyst,Quantitative Analysis| SQL| Tableau,HotelTonight,6,3.799999952,30,CA,,
Data Analyst IV,Data Analysis| Excel| SQL| Microsoft Office| Microsoft Access,Centene,1134,3.299999952,30,CA,"Less than 10,000",InsuranceHealth Care
Data Analyst - Compensation,Certified Compensation Professional,Clemson University,294,4.400000095,13,SC,,Education and Schools
Business Data Analyst Sr,STATA| R| SAS,University of Utah,430,4.199999809,14,UT,"10,000+",Education and Schools
Signal Processing & Data Analyst,Machine Learning| C/C++| Data Analysis| Signal Processing| Python,"GenapSys, Inc.",,,14,CA,,
Salesforce Data Analyst,XML| SQL| Microsoft Office| Data Warehouse| Data Analysis,Acumen Solutions,14,3.700000048,15,GA,,
Data Analyst,Data Analysis| Oracle,Paradyme Management,23,3.900000095,22,DC,,
Business Data Analyst,Business Intelligence| Data Mining| Machine Learning| Project Management| Visual Basic| R| SQL| Tableau| Big Data| Alteryx| Python| OOP,Coffee & Bagel Brands,,,27,CO,,
Data Analyst / Senior Data Analyst,Business Intelligence| Quantitative Analysis| SQL| Tableau,"Aledade, Inc.",,,5,MD,,
Senior Reporting/Data Analyst,Power BI| SQL| Tableau,FIS,1446,3.5,19,NY,"10,000+",Banks and Financial Services
Data Analyst,FTP| Software Development| Jira| SQL,Castlight Health,10,3.400000095,29,CA,"Less than 10,000",Internet and Software
Omni Channel Data Analyst,Data Mining| Machine Learning| Power BI| R| Statisical Analysis| SAS| Microsoft Office| Tableau| Data Analysis| Python,SunTrust,3532,3.599999905,30,GA,"10,000+",Banks and Financial Services
Associate - Automation & Data Analyst,Tableau,Charles Schwab,948,4.099999905,12,TX,"10,000+",Banks and Financial Services
Data Analyst III,R| SAS| Excel| SQL| Microsoft Office| Microsoft Access| Data Analysis,Centene,1134,3.299999952,30,FL,"Less than 10,000",InsuranceHealth Care
Business-Data Analyst,Microsoft SQL Server| Analysis Skills| SQL,Blue Chip Talent,4,3.799999952,30,NC,,
Staff Technical Data Analyst,Java| Data Mining| Scala| Python| SQL,Intuit,1103,4.199999809,30,CA,"Less than 10,000",Internet and Software
Senior Data Analyst,Data Mining| R| SQL| Tableau,Blue Apron,478,3.400000095,30,TX,"Less than 10,000",Food and Beverages
Senior Data Analyst,Business Intelligence| SPSS| Power BI| R| SAS| SQL| Excel,HelloWorld,10,3,30,MI,,
Data Analyst II,Microsoft SQL Server| R| Python| SQL| Excel| Microsoft Access,American Institutes for Research,169,3.799999952,8,DC,,
Data Analyst - (Sales),SAP| Microsoft Office| Financial Modeling,Straumann,38,3.200000048,25,MA,"Less than 10,000",Industrial Manufacturing
Senior Data Analyst,Data Mining| R| SQL| Tableau,Blue Apron,478,3.400000095,30,TX,"Less than 10,000",Food and Beverages
BURBANK Campus Recruiting 2018 - I&D - Data Analyst,Data Mining| Business Analysis,Capgemini,6072,3.799999952,30,CA,"10,000+",Consulting and Business Services
Sr. Campaign Data Analyst,Microsoft Powerpoint,SUBWAY,33082,3.700000048,30,CT,"10,000+",Food and Beverages
Product Specialist - Data analyst,Data Mining| Excel,Libra Services,,,30,NY,,
"Quant UX Researcher, Data Analyst",Survey Design,TSheets,2,4,16,ID,,
EyeMed - Business Data Analyst (Reporting),Data Warehouse| SDLC,LUXOTTICA,2434,3.700000048,28,OH,"10,000+",Retail
Data Analyst - DAS,Data Mining| Microsoft SQL Server| Data Management| R| Oracle| SAS| SQL| Sybase| MySQL,Mindshare,100,3.799999952,30,NY,"Less than 10,000","Media, News and Publishing"
"Business Intelligence Analyst, Sales & Delivery Analytics",,Tesla,,,14,CA,"10,000+",Industrial Manufacturing
Safety Outcomes Data Analyst,Data Mining| SAS| Microsoft Office| SQL| Tableau| Software Development| Visio| Data Analysis,MedStar Health,373,3.799999952,30,DC,,Health Care
Senior Data Analyst,R| Statisical Analysis| SQL| Tableau| Data Analysis| Python,GoodRx,3,5,27,CA,"Less than 10,000",Internet and Software
Data Analyst IV,System Design| CompTIA Security+| RMF,JT4,67,4,2,CA,,
Business Data Analyst Sr,Quantitative Analysis| Excel| SQL| Tableau,University of Utah,430,4.199999809,13,UT,"10,000+",Education and Schools
Senior Data Analyst,Google Analytics| R| SQL| Excel| Python,WW International (formerly Weight Watchers),,,26,NY,,
