"playerid","birthyear","birthmonth","birthday","birthcountry","birthstate","birthcity","deathyear","deathmonth","deathday","deathcountry","deathstate","deathcity","namefirst","namelast","namegiven","weight","height","bats","throws","debut","finalgame","retroid","bbrefid","yearid","votedby","ballots","needed","votes","inducted","category","needed_note"
"marisro01",1934,9,10,"USA","MN","Hibbing",1985,12,14,"USA","TX","Houston","Roger","Maris","Roger Eugene",197,"72","L","R","1957-04-16","1968-09-29","marir101","marisro01",1975,"BBWAA",362,272,70,"N","Player",NULL
"marisro01",1934,9,10,"USA","MN","Hibbing",1985,12,14,"USA","TX","Houston","Roger","Maris","Roger Eugene",197,"72","L","R","1957-04-16","1968-09-29","marir101","marisro01",1976,"BBWAA",388,291,87,"N","Player",NULL
"marisro01",1934,9,10,"USA","MN","Hibbing",1985,12,14,"USA","TX","Houston","Roger","Maris","Roger Eugene",197,"72","L","R","1957-04-16","1968-09-29","marir101","marisro01",1977,"BBWAA",383,288,82,"N","Player",NULL
"marisro01",1934,9,10,"USA","MN","Hibbing",1985,12,14,"USA","TX","Houston","Roger","Maris","Roger Eugene",197,"72","L","R","1957-04-16","1968-09-29","marir101","marisro01",1978,"BBWAA",379,285,83,"N","Player",NULL
"marisro01",1934,9,10,"USA","MN","Hibbing",1985,12,14,"USA","TX","Houston","Roger","Maris","Roger Eugene",197,"72","L","R","1957-04-16","1968-09-29","marir101","marisro01",1979,"BBWAA",432,324,127,"N","Player",NULL
"marisro01",1934,9,10,"USA","MN","Hibbing",1985,12,14,"USA","TX","Houston","Roger","Maris","Roger Eugene",197,"72","L","R","1957-04-16","1968-09-29","marir101","marisro01",1980,"BBWAA",385,289,111,"N","Player",NULL
"marisro01",1934,9,10,"USA","MN","Hibbing",1985,12,14,"USA","TX","Houston","Roger","Maris","Roger Eugene",197,"72","L","R","1957-04-16","1968-09-29","marir101","marisro01",1981,"BBWAA",401,301,94,"N","Player",NULL
"marisro01",1934,9,10,"USA","MN","Hibbing",1985,12,14,"USA","TX","Houston","Roger","Maris","Roger Eugene",197,"72","L","R","1957-04-16","1968-09-29","marir101","marisro01",1982,"BBWAA",415,312,69,"N","Player",NULL
"marisro01",1934,9,10,"USA","MN","Hibbing",1985,12,14,"USA","TX","Houston","Roger","Maris","Roger Eugene",197,"72","L","R","1957-04-16","1968-09-29","marir101","marisro01",1983,"BBWAA",374,281,69,"N","Player",NULL
"marisro01",1934,9,10,"USA","MN","Hibbing",1985,12,14,"USA","TX","Houston","Roger","Maris","Roger Eugene",197,"72","L","R","1957-04-16","1968-09-29","marir101","marisro01",1984,"BBWAA",403,303,107,"N","Player",NULL
"marisro01",1934,9,10,"USA","MN","Hibbing",1985,12,14,"USA","TX","Houston","Roger","Maris","Roger Eugene",197,"72","L","R","1957-04-16","1968-09-29","marir101","marisro01",1985,"BBWAA",395,297,128,"N","Player",NULL
"marisro01",1934,9,10,"USA","MN","Hibbing",1985,12,14,"USA","TX","Houston","Roger","Maris","Roger Eugene",197,"72","L","R","1957-04-16","1968-09-29","marir101","marisro01",1986,"BBWAA",425,319,177,"N","Player",NULL
"marisro01",1934,9,10,"USA","MN","Hibbing",1985,12,14,"USA","TX","Houston","Roger","Maris","Roger Eugene",197,"72","L","R","1957-04-16","1968-09-29","marir101","marisro01",1987,"BBWAA",413,310,176,"N","Player",NULL
"marisro01",1934,9,10,"USA","MN","Hibbing",1985,12,14,"USA","TX","Houston","Roger","Maris","Roger Eugene",197,"72","L","R","1957-04-16","1968-09-29","marir101","marisro01",1988,"BBWAA",427,321,184,"N","Player",NULL
"marquru01",1886,10,9,"USA","OH","Cleveland",1980,6,1,"USA","MD","Baltimore","Rube","Marquard","Richard William",180,"75","B","L","1908-09-25","1925-09-18","marqr102","marquru01",1936,"BBWAA",226,170,1,"N","Player",NULL
"marquru01",1886,10,9,"USA","OH","Cleveland",1980,6,1,"USA","MD","Baltimore","Rube","Marquard","Richard William",180,"75","B","L","1908-09-25","1925-09-18","marqr102","marquru01",1937,"BBWAA",201,151,13,"N","Player",NULL
"marquru01",1886,10,9,"USA","OH","Cleveland",1980,6,1,"USA","MD","Baltimore","Rube","Marquard","Richard William",180,"75","B","L","1908-09-25","1925-09-18","marqr102","marquru01",1938,"BBWAA",262,197,10,"N","Player",NULL
"marquru01",1886,10,9,"USA","OH","Cleveland",1980,6,1,"USA","MD","Baltimore","Rube","Marquard","Richard William",180,"75","B","L","1908-09-25","1925-09-18","marqr102","marquru01",1939,"BBWAA",274,206,4,"N","Player",NULL
"marquru01",1886,10,9,"USA","OH","Cleveland",1980,6,1,"USA","MD","Baltimore","Rube","Marquard","Richard William",180,"75","B","L","1908-09-25","1925-09-18","marqr102","marquru01",1946,"Nominating Vote",202,NULL,6,"N","Player","Top 20"
"marquru01",1886,10,9,"USA","OH","Cleveland",1980,6,1,"USA","MD","Baltimore","Rube","Marquard","Richard William",180,"75","B","L","1908-09-25","1925-09-18","marqr102","marquru01",1947,"BBWAA",161,121,18,"N","Player",NULL
"marquru01",1886,10,9,"USA","OH","Cleveland",1980,6,1,"USA","MD","Baltimore","Rube","Marquard","Richard William",180,"75","B","L","1908-09-25","1925-09-18","marqr102","marquru01",1948,"BBWAA",121,91,6,"N","Player",NULL
"marquru01",1886,10,9,"USA","OH","Cleveland",1980,6,1,"USA","MD","Baltimore","Rube","Marquard","Richard William",180,"75","B","L","1908-09-25","1925-09-18","marqr102","marquru01",1949,"BBWAA",153,115,4,"N","Player",NULL
"marquru01",1886,10,9,"USA","OH","Cleveland",1980,6,1,"USA","MD","Baltimore","Rube","Marquard","Richard William",180,"75","B","L","1908-09-25","1925-09-18","marqr102","marquru01",1951,"BBWAA",226,170,3,"N","Player",NULL
"marquru01",1886,10,9,"USA","OH","Cleveland",1980,6,1,"USA","MD","Baltimore","Rube","Marquard","Richard William",180,"75","B","L","1908-09-25","1925-09-18","marqr102","marquru01",1952,"BBWAA",234,176,9,"N","Player",NULL
"marquru01",1886,10,9,"USA","OH","Cleveland",1980,6,1,"USA","MD","Baltimore","Rube","Marquard","Richard William",180,"75","B","L","1908-09-25","1925-09-18","marqr102","marquru01",1953,"BBWAA",264,198,19,"N","Player",NULL
"marquru01",1886,10,9,"USA","OH","Cleveland",1980,6,1,"USA","MD","Baltimore","Rube","Marquard","Richard William",180,"75","B","L","1908-09-25","1925-09-18","marqr102","marquru01",1954,"BBWAA",252,189,15,"N","Player",NULL
"marquru01",1886,10,9,"USA","OH","Cleveland",1980,6,1,"USA","MD","Baltimore","Rube","Marquard","Richard William",180,"75","B","L","1908-09-25","1925-09-18","marqr102","marquru01",1955,"BBWAA",251,189,35,"N","Player",NULL
"marquru01",1886,10,9,"USA","OH","Cleveland",1980,6,1,"USA","MD","Baltimore","Rube","Marquard","Richard William",180,"75","B","L","1908-09-25","1925-09-18","marqr102","marquru01",1971,"Veterans",NULL,NULL,NULL,"Y","Player",NULL
"marshmi01",1943,1,15,"USA","MI","Adrian",NULL,NULL,NULL,NULL,NULL,NULL,"Mike","Marshall","Michael Grant",180,"70","R","R","1967-05-31","1981-10-02","marsm101","marshmi01",1987,"BBWAA",413,310,6,"N","Player",NULL
"martibi02",1928,5,16,"USA","CA","Berkeley",1989,12,25,"USA","NY","Johnson City","Billy","Martin","Alfred Manuel",165,"71","R","R","1950-04-18","1961-10-01","martb105","martibi02",1967,"BBWAA",292,219,1,"N","Player",NULL
"martide01",1954,5,14,"Nicaragua","Granada","Granada",NULL,NULL,NULL,NULL,NULL,NULL,"Dennis","Martinez","Jose Dennis",160,"73","R","R","1976-09-14","1998-09-27","martd001","martide01",2004,"BBWAA",506,380,16,"N","Player",NULL
"martied01",1963,1,2,"USA","NY","New York",NULL,NULL,NULL,NULL,NULL,NULL,"Edgar","Martinez","Edgar",175,"72","R","R","1987-09-12","2004-10-03","marte001","martied01",2010,"BBWAA",539,405,195,"N","Player",NULL
"martied01",1963,1,2,"USA","NY","New York",NULL,NULL,NULL,NULL,NULL,NULL,"Edgar","Martinez","Edgar",175,"72","R","R","1987-09-12","2004-10-03","marte001","martied01",2011,"BBWAA",581,436,191,"N","Player",NULL
"martied01",1963,1,2,"USA","NY","New York",NULL,NULL,NULL,NULL,NULL,NULL,"Edgar","Martinez","Edgar",175,"72","R","R","1987-09-12","2004-10-03","marte001","martied01",2012,"BBWAA",573,430,209,"N","Player",NULL
"martied01",1963,1,2,"USA","NY","New York",NULL,NULL,NULL,NULL,NULL,NULL,"Edgar","Martinez","Edgar",175,"72","R","R","1987-09-12","2004-10-03","marte001","martied01",2013,"BBWAA",569,427,204,"N","Player",NULL
"martied01",1963,1,2,"USA","NY","New York",NULL,NULL,NULL,NULL,NULL,NULL,"Edgar","Martinez","Edgar",175,"72","R","R","1987-09-12","2004-10-03","marte001","martied01",2014,"BBWAA",571,429,144,"N","Player",NULL
"martied01",1963,1,2,"USA","NY","New York",NULL,NULL,NULL,NULL,NULL,NULL,"Edgar","Martinez","Edgar",175,"72","R","R","1987-09-12","2004-10-03","marte001","martied01",2015,"BBWAA",549,412,148,"N","Player",NULL
"martied01",1963,1,2,"USA","NY","New York",NULL,NULL,NULL,NULL,NULL,NULL,"Edgar","Martinez","Edgar",175,"72","R","R","1987-09-12","2004-10-03","marte001","martied01",2016,"BBWAA",440,330,191,"N","Player",NULL
"martied01",1963,1,2,"USA","NY","New York",NULL,NULL,NULL,NULL,NULL,NULL,"Edgar","Martinez","Edgar",175,"72","R","R","1987-09-12","2004-10-03","marte001","martied01",2017,"BBWAA",442,332,259,"N","Player",NULL
"martimo01",1922,9,3,"USA","MO","Dixon",2010,5,25,"USA","MO","Washington","Morrie","Martin","Morris Webster",173,"72","L","L","1949-04-25","1959-04-22","martm101","martimo01",1966,"BBWAA",302,227,2,"N","Player",NULL
"martipe01",1904,2,29,"USA","OK","Temple",1965,3,5,"USA","OK","McAlester","Pepper","Martin","Johnny Leonard Roosevelt",170,"68","R","R","1928-04-16","1944-10-01","martp103","martipe01",1942,"BBWAA",233,175,2,"N","Player",NULL
"martipe01",1904,2,29,"USA","OK","Temple",1965,3,5,"USA","OK","McAlester","Pepper","Martin","Johnny Leonard Roosevelt",170,"68","R","R","1928-04-16","1944-10-01","martp103","martipe01",1945,"BBWAA",247,186,1,"N","Player",NULL
"martipe01",1904,2,29,"USA","OK","Temple",1965,3,5,"USA","OK","McAlester","Pepper","Martin","Johnny Leonard Roosevelt",170,"68","R","R","1928-04-16","1944-10-01","martp103","martipe01",1946,"Nominating Vote",202,NULL,1,"N","Player","Top 20"
"martipe01",1904,2,29,"USA","OK","Temple",1965,3,5,"USA","OK","McAlester","Pepper","Martin","Johnny Leonard Roosevelt",170,"68","R","R","1928-04-16","1944-10-01","martp103","martipe01",1948,"BBWAA",121,91,7,"N","Player",NULL
"martipe01",1904,2,29,"USA","OK","Temple",1965,3,5,"USA","OK","McAlester","Pepper","Martin","Johnny Leonard Roosevelt",170,"68","R","R","1928-04-16","1944-10-01","martp103","martipe01",1949,"BBWAA",153,115,16,"N","Player",NULL
"martipe01",1904,2,29,"USA","OK","Temple",1965,3,5,"USA","OK","McAlester","Pepper","Martin","Johnny Leonard Roosevelt",170,"68","R","R","1928-04-16","1944-10-01","martp103","martipe01",1950,"BBWAA",168,126,7,"N","Player",NULL
"martipe01",1904,2,29,"USA","OK","Temple",1965,3,5,"USA","OK","McAlester","Pepper","Martin","Johnny Leonard Roosevelt",170,"68","R","R","1928-04-16","1944-10-01","martp103","martipe01",1951,"BBWAA",226,170,19,"N","Player",NULL
"martipe01",1904,2,29,"USA","OK","Temple",1965,3,5,"USA","OK","McAlester","Pepper","Martin","Johnny Leonard Roosevelt",170,"68","R","R","1928-04-16","1944-10-01","martp103","martipe01",1952,"BBWAA",234,176,31,"N","Player",NULL
"martipe01",1904,2,29,"USA","OK","Temple",1965,3,5,"USA","OK","McAlester","Pepper","Martin","Johnny Leonard Roosevelt",170,"68","R","R","1928-04-16","1944-10-01","martp103","martipe01",1953,"BBWAA",264,198,43,"N","Player",NULL
"martipe01",1904,2,29,"USA","OK","Temple",1965,3,5,"USA","OK","McAlester","Pepper","Martin","Johnny Leonard Roosevelt",170,"68","R","R","1928-04-16","1944-10-01","martp103","martipe01",1956,"BBWAA",193,145,7,"N","Player",NULL
"martipe01",1904,2,29,"USA","OK","Temple",1965,3,5,"USA","OK","McAlester","Pepper","Martin","Johnny Leonard Roosevelt",170,"68","R","R","1928-04-16","1944-10-01","martp103","martipe01",1958,"BBWAA",266,200,46,"N","Player",NULL
"martipe01",1904,2,29,"USA","OK","Temple",1965,3,5,"USA","OK","McAlester","Pepper","Martin","Johnny Leonard Roosevelt",170,"68","R","R","1928-04-16","1944-10-01","martp103","martipe01",1960,"BBWAA",269,202,29,"N","Player",NULL
"martipe01",1904,2,29,"USA","OK","Temple",1965,3,5,"USA","OK","McAlester","Pepper","Martin","Johnny Leonard Roosevelt",170,"68","R","R","1928-04-16","1944-10-01","martp103","martipe01",1962,"BBWAA",160,120,6,"N","Player",NULL
"martipe01",1904,2,29,"USA","OK","Temple",1965,3,5,"USA","OK","McAlester","Pepper","Martin","Johnny Leonard Roosevelt",170,"68","R","R","1928-04-16","1944-10-01","martp103","martipe01",1964,"BBWAA",201,151,19,"N","Player",NULL
"martipe01",1904,2,29,"USA","OK","Temple",1965,3,5,"USA","OK","McAlester","Pepper","Martin","Johnny Leonard Roosevelt",170,"68","R","R","1928-04-16","1944-10-01","martp103","martipe01",1964,"Run Off",201,NULL,5,"N","Player","1st"
"martipe02",1971,10,25,"D.R.","Distrito Nacional","Manoguayabo",NULL,NULL,NULL,NULL,NULL,NULL,"Pedro","Martinez","Pedro Jaime",170,"71","R","R","1992-09-24","2009-09-30","martp001","martipe02",2015,"BBWAA",549,412,500,"Y","Player",NULL
"martiti02",1967,12,7,"USA","FL","Tampa",NULL,NULL,NULL,NULL,NULL,NULL,"Tino","Martinez","Constantino",205,"74","L","R","1990-08-20","2005-10-02","martt002","martiti02",2011,"BBWAA",581,436,6,"N","Player",NULL
"mathech01",1880,8,12,"USA","PA","Factoryville",1925,10,7,"USA","NY","Saranac Lake","Christy","Mathewson","Christopher",195,"73","R","R","1900-07-17","1916-09-04","mathc102","mathech01",1936,"BBWAA",226,170,205,"Y","Player",NULL
"matheed01",1931,10,13,"USA","TX","Texarkana",2001,2,18,"USA","CA","La Jolla","Eddie","Mathews","Edwin Lee",190,"73","L","R","1952-04-15","1968-09-27","mathe101","matheed01",1974,"BBWAA",365,274,118,"N","Player",NULL
"matheed01",1931,10,13,"USA","TX","Texarkana",2001,2,18,"USA","CA","La Jolla","Eddie","Mathews","Edwin Lee",190,"73","L","R","1952-04-15","1968-09-27","mathe101","matheed01",1975,"BBWAA",362,272,148,"N","Player",NULL
"matheed01",1931,10,13,"USA","TX","Texarkana",2001,2,18,"USA","CA","La Jolla","Eddie","Mathews","Edwin Lee",190,"73","L","R","1952-04-15","1968-09-27","mathe101","matheed01",1976,"BBWAA",388,291,189,"N","Player",NULL
"matheed01",1931,10,13,"USA","TX","Texarkana",2001,2,18,"USA","CA","La Jolla","Eddie","Mathews","Edwin Lee",190,"73","L","R","1952-04-15","1968-09-27","mathe101","matheed01",1977,"BBWAA",383,288,239,"N","Player",NULL
"matheed01",1931,10,13,"USA","TX","Texarkana",2001,2,18,"USA","CA","La Jolla","Eddie","Mathews","Edwin Lee",190,"73","L","R","1952-04-15","1968-09-27","mathe101","matheed01",1978,"BBWAA",379,285,301,"Y","Player",NULL
"matlajo01",1950,1,19,"USA","PA","West Chester",NULL,NULL,NULL,NULL,NULL,NULL,"Jon","Matlack","Jonathan Trumpbour",205,"75","L","L","1971-07-11","1983-09-15","matlj101","matlajo01",1989,"BBWAA",447,336,0,"N","Player",NULL
"matthga01",1950,7,5,"USA","CA","San Fernando",NULL,NULL,NULL,NULL,NULL,NULL,"Gary","Matthews","Gary Nathaniel",185,"74","R","R","1972-09-06","1987-10-02","mattg001","matthga01",1993,"BBWAA",423,318,0,"N","Player",NULL
"mattido01",1961,4,20,"USA","IN","Evansville",NULL,NULL,NULL,NULL,NULL,NULL,"Don","Mattingly","Donald Arthur",175,"72","L","L","1982-09-08","1995-10-01","mattd001","mattido01",2001,"BBWAA",515,387,145,"N","Player",NULL
"mattido01",1961,4,20,"USA","IN","Evansville",NULL,NULL,NULL,NULL,NULL,NULL,"Don","Mattingly","Donald Arthur",175,"72","L","L","1982-09-08","1995-10-01","mattd001","mattido01",2002,"BBWAA",472,354,96,"N","Player",NULL
"mattido01",1961,4,20,"USA","IN","Evansville",NULL,NULL,NULL,NULL,NULL,NULL,"Don","Mattingly","Donald Arthur",175,"72","L","L","1982-09-08","1995-10-01","mattd001","mattido01",2003,"BBWAA",496,372,68,"N","Player",NULL
"mattido01",1961,4,20,"USA","IN","Evansville",NULL,NULL,NULL,NULL,NULL,NULL,"Don","Mattingly","Donald Arthur",175,"72","L","L","1982-09-08","1995-10-01","mattd001","mattido01",2004,"BBWAA",506,380,65,"N","Player",NULL
"mattido01",1961,4,20,"USA","IN","Evansville",NULL,NULL,NULL,NULL,NULL,NULL,"Don","Mattingly","Donald Arthur",175,"72","L","L","1982-09-08","1995-10-01","mattd001","mattido01",2005,"BBWAA",516,387,59,"N","Player",NULL
"mattido01",1961,4,20,"USA","IN","Evansville",NULL,NULL,NULL,NULL,NULL,NULL,"Don","Mattingly","Donald Arthur",175,"72","L","L","1982-09-08","1995-10-01","mattd001","mattido01",2006,"BBWAA",520,390,64,"N","Player",NULL
"mattido01",1961,4,20,"USA","IN","Evansville",NULL,NULL,NULL,NULL,NULL,NULL,"Don","Mattingly","Donald Arthur",175,"72","L","L","1982-09-08","1995-10-01","mattd001","mattido01",2007,"BBWAA",545,409,54,"N","Player",NULL
"mattido01",1961,4,20,"USA","IN","Evansville",NULL,NULL,NULL,NULL,NULL,NULL,"Don","Mattingly","Donald Arthur",175,"72","L","L","1982-09-08","1995-10-01","mattd001","mattido01",2008,"BBWAA",543,408,86,"N","Player",NULL
"mattido01",1961,4,20,"USA","IN","Evansville",NULL,NULL,NULL,NULL,NULL,NULL,"Don","Mattingly","Donald Arthur",175,"72","L","L","1982-09-08","1995-10-01","mattd001","mattido01",2009,"BBWAA",539,405,64,"N","Player",NULL
"mattido01",1961,4,20,"USA","IN","Evansville",NULL,NULL,NULL,NULL,NULL,NULL,"Don","Mattingly","Donald Arthur",175,"72","L","L","1982-09-08","1995-10-01","mattd001","mattido01",2010,"BBWAA",539,405,87,"N","Player",NULL
"mattido01",1961,4,20,"USA","IN","Evansville",NULL,NULL,NULL,NULL,NULL,NULL,"Don","Mattingly","Donald Arthur",175,"72","L","L","1982-09-08","1995-10-01","mattd001","mattido01",2011,"BBWAA",581,436,79,"N","Player",NULL
"mattido01",1961,4,20,"USA","IN","Evansville",NULL,NULL,NULL,NULL,NULL,NULL,"Don","Mattingly","Donald Arthur",175,"72","L","L","1982-09-08","1995-10-01","mattd001","mattido01",2012,"BBWAA",573,430,102,"N","Player",NULL
"mattido01",1961,4,20,"USA","IN","Evansville",NULL,NULL,NULL,NULL,NULL,NULL,"Don","Mattingly","Donald Arthur",175,"72","L","L","1982-09-08","1995-10-01","mattd001","mattido01",2013,"BBWAA",569,427,75,"N","Player",NULL
"mattido01",1961,4,20,"USA","IN","Evansville",NULL,NULL,NULL,NULL,NULL,NULL,"Don","Mattingly","Donald Arthur",175,"72","L","L","1982-09-08","1995-10-01","mattd001","mattido01",2014,"BBWAA",571,429,47,"N","Player",NULL
"mattido01",1961,4,20,"USA","IN","Evansville",NULL,NULL,NULL,NULL,NULL,NULL,"Don","Mattingly","Donald Arthur",175,"72","L","L","1982-09-08","1995-10-01","mattd001","mattido01",2015,"BBWAA",549,412,50,"N","Player",NULL
"maxvida01",1939,2,18,"USA","IL","Granite City",NULL,NULL,NULL,NULL,NULL,NULL,"Dal","Maxvill","Charles Dallan",157,"71","R","R","1962-06-10","1975-09-28","maxvd101","maxvida01",1981,"BBWAA",401,301,0,"N","Player",NULL
"maybejo01",1949,2,18,"USA","MI","Detroit",NULL,NULL,NULL,NULL,NULL,NULL,"John","Mayberry","John Claiborn",215,"75","L","L","1968-09-10","1982-09-28","maybj101","maybejo01",1988,"BBWAA",427,321,0,"N","Player",NULL
"mayca01",1948,5,17,"USA","AL","Birmingham",NULL,NULL,NULL,NULL,NULL,NULL,"Carlos","May","Carlos",200,"71","L","R","1968-09-06","1977-10-02","may-c101","mayca01",1983,"BBWAA",374,281,0,"N","Player",NULL
"mayje01",1943,12,14,"USA","VA","Staunton",1996,6,30,"USA","VA","Swoope","Jerry","May","Jerry Lee",190,"74","R","R","1964-09-19","1973-06-03","may-j101","mayje01",1979,"BBWAA",432,324,0,"N","Player",NULL
"mayle01",1943,3,23,"USA","AL","Birmingham",NULL,NULL,NULL,NULL,NULL,NULL,"Lee","May","Lee Andrew",195,"75","R","R","1965-09-01","1982-09-24","may-l101","mayle01",1988,"BBWAA",427,321,3,"N","Player",NULL
"mayru01",1944,7,18,"USA","KS","Coffeyville",NULL,NULL,NULL,NULL,NULL,NULL,"Rudy","May","Rudolph",205,"74","L","L","1965-04-18","1983-09-21","may-r101","mayru01",1989,"BBWAA",447,336,0,"N","Player",NULL
"maysca01",1891,11,12,"USA","KY","Liberty",1971,4,4,"USA","CA","El Cajon","Carl","Mays","Carl William",195,"71","L","R","1915-04-15","1929-09-24","maysc101","maysca01",1958,"BBWAA",266,200,6,"N","Player",NULL
"mayswi01",1931,5,6,"USA","AL","Westfield",NULL,NULL,NULL,NULL,NULL,NULL,"Willie","Mays","Willie Howard",170,"70","R","R","1951-05-25","1973-09-09","maysw101","mayswi01",1979,"BBWAA",432,324,409,"Y","Player",NULL
"mazerbi01",1936,9,5,"USA","WV","Wheeling",NULL,NULL,NULL,NULL,NULL,NULL,"Bill","Mazeroski","William Stanley",183,"71","R","R","1956-07-07","1972-10-04","mazeb101","mazerbi01",1978,"BBWAA",379,285,23,"N","Player",NULL
"mazerbi01",1936,9,5,"USA","WV","Wheeling",NULL,NULL,NULL,NULL,NULL,NULL,"Bill","Mazeroski","William Stanley",183,"71","R","R","1956-07-07","1972-10-04","mazeb101","mazerbi01",1979,"BBWAA",432,324,36,"N","Player",NULL
"mazerbi01",1936,9,5,"USA","WV","Wheeling",NULL,NULL,NULL,NULL,NULL,NULL,"Bill","Mazeroski","William Stanley",183,"71","R","R","1956-07-07","1972-10-04","mazeb101","mazerbi01",1980,"BBWAA",385,289,33,"N","Player",NULL
"mazerbi01",1936,9,5,"USA","WV","Wheeling",NULL,NULL,NULL,NULL,NULL,NULL,"Bill","Mazeroski","William Stanley",183,"71","R","R","1956-07-07","1972-10-04","mazeb101","mazerbi01",1981,"BBWAA",401,301,38,"N","Player",NULL
"mazerbi01",1936,9,5,"USA","WV","Wheeling",NULL,NULL,NULL,NULL,NULL,NULL,"Bill","Mazeroski","William Stanley",183,"71","R","R","1956-07-07","1972-10-04","mazeb101","mazerbi01",1982,"BBWAA",415,312,28,"N","Player",NULL
"mazerbi01",1936,9,5,"USA","WV","Wheeling",NULL,NULL,NULL,NULL,NULL,NULL,"Bill","Mazeroski","William Stanley",183,"71","R","R","1956-07-07","1972-10-04","mazeb101","mazerbi01",1983,"BBWAA",374,281,48,"N","Player",NULL
"mazerbi01",1936,9,5,"USA","WV","Wheeling",NULL,NULL,NULL,NULL,NULL,NULL,"Bill","Mazeroski","William Stanley",183,"71","R","R","1956-07-07","1972-10-04","mazeb101","mazerbi01",1984,"BBWAA",403,303,74,"N","Player",NULL
"mazerbi01",1936,9,5,"USA","WV","Wheeling",NULL,NULL,NULL,NULL,NULL,NULL,"Bill","Mazeroski","William Stanley",183,"71","R","R","1956-07-07","1972-10-04","mazeb101","mazerbi01",1985,"BBWAA",395,297,87,"N","Player",NULL
"mazerbi01",1936,9,5,"USA","WV","Wheeling",NULL,NULL,NULL,NULL,NULL,NULL,"Bill","Mazeroski","William Stanley",183,"71","R","R","1956-07-07","1972-10-04","mazeb101","mazerbi01",1986,"BBWAA",425,319,100,"N","Player",NULL
"mazerbi01",1936,9,5,"USA","WV","Wheeling",NULL,NULL,NULL,NULL,NULL,NULL,"Bill","Mazeroski","William Stanley",183,"71","R","R","1956-07-07","1972-10-04","mazeb101","mazerbi01",1987,"BBWAA",413,310,125,"N","Player",NULL
"mazerbi01",1936,9,5,"USA","WV","Wheeling",NULL,NULL,NULL,NULL,NULL,NULL,"Bill","Mazeroski","William Stanley",183,"71","R","R","1956-07-07","1972-10-04","mazeb101","mazerbi01",1988,"BBWAA",427,321,143,"N","Player",NULL
"mazerbi01",1936,9,5,"USA","WV","Wheeling",NULL,NULL,NULL,NULL,NULL,NULL,"Bill","Mazeroski","William Stanley",183,"71","R","R","1956-07-07","1972-10-04","mazeb101","mazerbi01",1989,"BBWAA",447,336,134,"N","Player",NULL
"mazerbi01",1936,9,5,"USA","WV","Wheeling",NULL,NULL,NULL,NULL,NULL,NULL,"Bill","Mazeroski","William Stanley",183,"71","R","R","1956-07-07","1972-10-04","mazeb101","mazerbi01",1990,"BBWAA",444,333,131,"N","Player",NULL
"mazerbi01",1936,9,5,"USA","WV","Wheeling",NULL,NULL,NULL,NULL,NULL,NULL,"Bill","Mazeroski","William Stanley",183,"71","R","R","1956-07-07","1972-10-04","mazeb101","mazerbi01",1991,"BBWAA",443,333,142,"N","Player",NULL
"mazerbi01",1936,9,5,"USA","WV","Wheeling",NULL,NULL,NULL,NULL,NULL,NULL,"Bill","Mazeroski","William Stanley",183,"71","R","R","1956-07-07","1972-10-04","mazeb101","mazerbi01",1992,"BBWAA",430,323,182,"N","Player",NULL
"mazerbi01",1936,9,5,"USA","WV","Wheeling",NULL,NULL,NULL,NULL,NULL,NULL,"Bill","Mazeroski","William Stanley",183,"71","R","R","1956-07-07","1972-10-04","mazeb101","mazerbi01",2001,"Veterans",NULL,NULL,NULL,"Y","Player",NULL
"mcaleji01",1864,7,10,"USA","OH","Youngstown",1931,4,29,"USA","OH","Youngstown","Jimmy","McAleer","James Robert",175,"72","R","R","1889-04-24","1907-07-08","mcalj102","mcaleji01",1936,"Veterans",78,59,1,"N","Player",NULL
"mcauldi01",1939,11,29,"USA","CT","Hartford",2016,5,13,"USA","CT","Farmington","Dick","McAuliffe","Richard John",176,"71","L","R","1960-09-17","1975-09-01","mcaud101","mcauldi01",1981,"BBWAA",401,301,0,"N","Player",NULL
"mcbriba01",1949,2,3,"USA","MO","Fulton",NULL,NULL,NULL,NULL,NULL,NULL,"Bake","McBride","Arnold Ray",190,"74","L","R","1973-07-26","1983-10-01","mcbrb101","mcbriba01",1989,"BBWAA",447,336,0,"N","Player",NULL
"mccarjo99",1887,4,21,"USA","PA","Philadelphia",1978,1,13,"USA","NY","Buffalo","Joe","McCarthy","Joseph Vincent",190,"68","R","R",NULL,NULL,"mccaj802","mccarjo99",1939,"BBWAA",274,206,3,"N","Manager",NULL
"mccarjo99",1887,4,21,"USA","PA","Philadelphia",1978,1,13,"USA","NY","Buffalo","Joe","McCarthy","Joseph Vincent",190,"68","R","R",NULL,NULL,"mccaj802","mccarjo99",1947,"BBWAA",161,121,2,"N","Manager",NULL
"mccarjo99",1887,4,21,"USA","PA","Philadelphia",1978,1,13,"USA","NY","Buffalo","Joe","McCarthy","Joseph Vincent",190,"68","R","R",NULL,NULL,"mccaj802","mccarjo99",1951,"BBWAA",226,170,1,"N","Manager",NULL
"mccarjo99",1887,4,21,"USA","PA","Philadelphia",1978,1,13,"USA","NY","Buffalo","Joe","McCarthy","Joseph Vincent",190,"68","R","R",NULL,NULL,"mccaj802","mccarjo99",1953,"BBWAA",264,198,1,"N","Manager",NULL
