system,system_name,school,school_name,pool,designation_ineligible,subgroup,score_achievement,score_growth,score_absenteeism,score_grad,score_ready_grad,score_elpa
570,Madison County,86,Community Montessori School,K8,0,English Learners with Transitional 1-4,,,,,,
570,Madison County,86,Community Montessori School,K8,0,Hispanic,,,,,,
570,Madison County,86,Community Montessori School,K8,0,Students with Disabilities,3,4,4,,,
570,Madison County,86,Community Montessori School,K8,,Subgroups,3,3,4,,,
570,Madison County,86,Community Montessori School,K8,0,Super Subgroup,3,3,,,,
570,Madison County,86,Community Montessori School,K8,0,White,4,4,4,,,
570,Madison County,100,Pope School,K8,0,All Students,2,0,4,,,1
570,Madison County,100,Pope School,K8,0,American Indian or Alaska Native,,,,,,
570,Madison County,100,Pope School,K8,0,Asian,,,,,,
570,Madison County,100,Pope School,K8,0,Black or African American,2,0,4,,,
570,Madison County,100,Pope School,K8,0,Black/Hispanic/Native American,1,0,4,,,
570,Madison County,100,Pope School,K8,0,Economically Disadvantaged,2,0,4,,,
570,Madison County,100,Pope School,K8,0,English Learners with Transitional 1-4,,2,,,,1
570,Madison County,100,Pope School,K8,0,Hispanic,,2,,,,
570,Madison County,100,Pope School,K8,0,Native Hawaiian or Other Pacific Islander,,,,,,
570,Madison County,100,Pope School,K8,0,Students with Disabilities,2,2,4,,,
570,Madison County,100,Pope School,K8,,Subgroups,1.666666667,1,4,,,1
570,Madison County,100,Pope School,K8,0,Super Subgroup,1,0,,,,
570,Madison County,100,Pope School,K8,0,White,3,2,4,,,
570,Madison County,102,South Elementary,K8,0,All Students,2,1,4,,,4
570,Madison County,102,South Elementary,K8,0,Asian,,,,,,
570,Madison County,102,South Elementary,K8,0,Black or African American,3,2,4,,,
570,Madison County,102,South Elementary,K8,0,Black/Hispanic/Native American,3,2,4,,,
570,Madison County,102,South Elementary,K8,0,Economically Disadvantaged,2,2,4,,,
570,Madison County,102,South Elementary,K8,0,English Learners with Transitional 1-4,,2,,,,4
570,Madison County,102,South Elementary,K8,0,Hispanic,,2,4,,,
570,Madison County,102,South Elementary,K8,0,Students with Disabilities,,2,4,,,
570,Madison County,102,South Elementary,K8,,Subgroups,2.5,2,4,,,4
570,Madison County,102,South Elementary,K8,0,Super Subgroup,2,2,,,,
570,Madison County,102,South Elementary,K8,0,White,2,1,3,,,
570,Madison County,105,South Side High School,HS,0,All Students,1,4,4,2,2,3
570,Madison County,105,South Side High School,HS,0,American Indian or Alaska Native,,,,,,
570,Madison County,105,South Side High School,HS,0,Asian,,,,,,
570,Madison County,105,South Side High School,HS,0,Black or African American,1,4,4,2,3,
570,Madison County,105,South Side High School,HS,0,Black/Hispanic/Native American,1,4,4,2,3,4
570,Madison County,105,South Side High School,HS,0,Economically Disadvantaged,1,2,4,2,2,
570,Madison County,105,South Side High School,HS,0,English Learners with Transitional 1-4,,,,,,3
570,Madison County,105,South Side High School,HS,0,Hispanic,2,2,4,,,4
570,Madison County,105,South Side High School,HS,0,Native Hawaiian or Other Pacific Islander,,,,,,
570,Madison County,105,South Side High School,HS,0,Students with Disabilities,1,2,4,,,
570,Madison County,105,South Side High School,HS,,Subgroups,1,2.666666667,4,2,2.5,3.5
570,Madison County,105,South Side High School,HS,0,Super Subgroup,1,3,,,2,
570,Madison County,105,South Side High School,HS,0,White,2,3,4,2,3,
570,Madison County,111,Thelma Barker Elementary,K8,0,All Students,2,0,4,,,3
570,Madison County,111,Thelma Barker Elementary,K8,0,American Indian or Alaska Native,,,,,,
570,Madison County,111,Thelma Barker Elementary,K8,0,Asian,,2,,,,
570,Madison County,111,Thelma Barker Elementary,K8,0,Black or African American,2,0,4,,,
570,Madison County,111,Thelma Barker Elementary,K8,0,Black/Hispanic/Native American,2,0,4,,,3
570,Madison County,111,Thelma Barker Elementary,K8,0,Economically Disadvantaged,2,0,4,,,4
570,Madison County,111,Thelma Barker Elementary,K8,0,English Learners with Transitional 1-4,2,0,4,,,3
570,Madison County,111,Thelma Barker Elementary,K8,0,Hispanic,2,0,4,,,3
570,Madison County,111,Thelma Barker Elementary,K8,0,Native Hawaiian or Other Pacific Islander,,,,,,
570,Madison County,111,Thelma Barker Elementary,K8,0,Students with Disabilities,2,1,2,,,
570,Madison County,111,Thelma Barker Elementary,K8,,Subgroups,2,0.25,3.5,,,3.333333333
570,Madison County,111,Thelma Barker Elementary,K8,0,Super Subgroup,2,0,,,,
570,Madison County,111,Thelma Barker Elementary,K8,0,White,4,0,4,,,
570,Madison County,130,West-Bemis Middle School,K8,0,All Students,2,1,4,,,1
570,Madison County,130,West-Bemis Middle School,K8,0,American Indian or Alaska Native,,,,,,
570,Madison County,130,West-Bemis Middle School,K8,0,Asian,,,,,,
570,Madison County,130,West-Bemis Middle School,K8,0,Black or African American,2,2,4,,,
570,Madison County,130,West-Bemis Middle School,K8,0,Black/Hispanic/Native American,1,2,4,,,
570,Madison County,130,West-Bemis Middle School,K8,0,Economically Disadvantaged,1,2,4,,,
570,Madison County,130,West-Bemis Middle School,K8,0,English Learners with Transitional 1-4,,2,,,,1
570,Madison County,130,West-Bemis Middle School,K8,0,Hispanic,,2,,,,
570,Madison County,130,West-Bemis Middle School,K8,0,Students with Disabilities,2,2,4,,,
570,Madison County,130,West-Bemis Middle School,K8,,Subgroups,1.333333333,2,4,,,1
570,Madison County,130,West-Bemis Middle School,K8,0,Super Subgroup,1,2,,,,
570,Madison County,130,West-Bemis Middle School,K8,0,White,3,1,4,,,
570,Madison County,140,East Elementary School,K8,0,All Students,1,0,3,,,
570,Madison County,140,East Elementary School,K8,0,American Indian or Alaska Native,,,,,,
570,Madison County,140,East Elementary School,K8,0,Asian,,,,,,
570,Madison County,140,East Elementary School,K8,0,Black or African American,0,0,3,,,
570,Madison County,140,East Elementary School,K8,0,Black/Hispanic/Native American,1,0,3,,,
570,Madison County,140,East Elementary School,K8,0,Economically Disadvantaged,2,1,2,,,
570,Madison County,140,East Elementary School,K8,0,English Learners with Transitional 1-4,,2,,,,
570,Madison County,140,East Elementary School,K8,0,Hispanic,,2,4,,,
570,Madison County,140,East Elementary School,K8,0,Native Hawaiian or Other Pacific Islander,,,,,,
570,Madison County,140,East Elementary School,K8,0,Students with Disabilities,2,0,4,,,
570,Madison County,140,East Elementary School,K8,,Subgroups,1.666666667,0.75,3,,,
570,Madison County,140,East Elementary School,K8,0,Super Subgroup,1,0,,,,
570,Madison County,140,East Elementary School,K8,0,White,3,1,4,,,
570,Madison County,142,North Parkway Middle School,K8,0,All Students,1,0,4,,,2
570,Madison County,142,North Parkway Middle School,K8,0,Asian,,,,,,
570,Madison County,142,North Parkway Middle School,K8,0,Black or African American,1,0,4,,,
570,Madison County,142,North Parkway Middle School,K8,0,Black/Hispanic/Native American,1,0,4,,,2
570,Madison County,142,North Parkway Middle School,K8,0,Economically Disadvantaged,1,1,4,,,
570,Madison County,142,North Parkway Middle School,K8,0,English Learners with Transitional 1-4,1,3,,,,2
570,Madison County,142,North Parkway Middle School,K8,0,Hispanic,2,2,2,,,2
570,Madison County,142,North Parkway Middle School,K8,0,Students with Disabilities,0,1,4,,,
570,Madison County,142,North Parkway Middle School,K8,,Subgroups,0.75,1.25,4,,,2
570,Madison County,142,North Parkway Middle School,K8,0,Super Subgroup,1,0,,,,
570,Madison County,142,North Parkway Middle School,K8,0,White,1,2,4,,,
570,Madison County,144,Jackson Career Technology Magnet Elementary,K8,0,All Students,2,3,2,,,
570,Madison County,144,Jackson Career Technology Magnet Elementary,K8,0,American Indian or Alaska Native,,,,,,
570,Madison County,144,Jackson Career Technology Magnet Elementary,K8,0,Black or African American,2,2,2,,,
570,Madison County,144,Jackson Career Technology Magnet Elementary,K8,0,Black/Hispanic/Native American,2,2,2,,,
570,Madison County,144,Jackson Career Technology Magnet Elementary,K8,0,Economically Disadvantaged,1,1,3,,,
570,Madison County,144,Jackson Career Technology Magnet Elementary,K8,0,English Learners with Transitional 1-4,,,,,,
570,Madison County,144,Jackson Career Technology Magnet Elementary,K8,0,Hispanic,,,,,,
570,Madison County,144,Jackson Career Technology Magnet Elementary,K8,0,Students with Disabilities,2,0,4,,,
570,Madison County,144,Jackson Career Technology Magnet Elementary,K8,,Subgroups,1.666666667,1,3,,,
570,Madison County,144,Jackson Career Technology Magnet Elementary,K8,0,Super Subgroup,2,2,,,,
570,Madison County,144,Jackson Career Technology Magnet Elementary,K8,0,White,,,,,,
570,Madison County,146,Andrew Jackson Elementary School,K8,0,All Students,2,3,4,,,2
570,Madison County,146,Andrew Jackson Elementary School,K8,0,Asian,,,,,,
570,Madison County,146,Andrew Jackson Elementary School,K8,0,Black or African American,2,3,4,,,
570,Madison County,146,Andrew Jackson Elementary School,K8,0,Black/Hispanic/Native American,2,3,4,,,1
570,Madison County,146,Andrew Jackson Elementary School,K8,0,Economically Disadvantaged,2,3,4,,,0
570,Madison County,146,Andrew Jackson Elementary School,K8,0,English Learners with Transitional 1-4,,2,4,,,2
570,Madison County,146,Andrew Jackson Elementary School,K8,0,Hispanic,,2,4,,,1
570,Madison County,146,Andrew Jackson Elementary School,K8,0,Native Hawaiian or Other Pacific Islander,,,,,,
570,Madison County,146,Andrew Jackson Elementary School,K8,0,Students with Disabilities,,2,4,,,
570,Madison County,146,Andrew Jackson Elementary School,K8,,Subgroups,2,2.5,4,,,1
570,Madison County,146,Andrew Jackson Elementary School,K8,0,Super Subgroup,2,3,,,,
570,Madison County,146,Andrew Jackson Elementary School,K8,0,White,,,4,,,2
580,Marion County,21,Jasper Elementary School,K8,0,All Students,1,3,0,,,
580,Marion County,21,Jasper Elementary School,K8,0,American Indian or Alaska Native,,,,,,
580,Marion County,21,Jasper Elementary School,K8,0,Asian,,,,,,
580,Marion County,21,Jasper Elementary School,K8,0,Black or African American,,2,0,,,
580,Marion County,21,Jasper Elementary School,K8,0,Black/Hispanic/Native American,,2,0,,,
580,Marion County,21,Jasper Elementary School,K8,0,Economically Disadvantaged,2,2,0,,,
580,Marion County,21,Jasper Elementary School,K8,0,English Learners with Transitional 1-4,,,,,,
580,Marion County,21,Jasper Elementary School,K8,0,Hispanic,,,,,,
580,Marion County,21,Jasper Elementary School,K8,0,Students with Disabilities,3,3,1,,,
580,Marion County,21,Jasper Elementary School,K8,,Subgroups,2.5,2.333333333,0.333333333,,,
580,Marion County,21,Jasper Elementary School,K8,0,Super Subgroup,1,2,,,,
580,Marion County,21,Jasper Elementary School,K8,0,White,2,3,0,,,
580,Marion County,23,Jasper Middle School,K8,0,All Students,1,1,3,,,
580,Marion County,23,Jasper Middle School,K8,0,American Indian or Alaska Native,,,,,,
580,Marion County,23,Jasper Middle School,K8,0,Asian,,,,,,
580,Marion County,23,Jasper Middle School,K8,0,Black or African American,2,2,4,,,
580,Marion County,23,Jasper Middle School,K8,0,Black/Hispanic/Native American,2,1,4,,,
580,Marion County,23,Jasper Middle School,K8,0,Economically Disadvantaged,1,2,2,,,
580,Marion County,23,Jasper Middle School,K8,0,English Learners with Transitional 1-4,,2,,,,
580,Marion County,23,Jasper Middle School,K8,0,Hispanic,,2,,,,
580,Marion County,23,Jasper Middle School,K8,0,Students with Disabilities,2,3,4,,,
580,Marion County,23,Jasper Middle School,K8,,Subgroups,1.666666667,2,3.333333333,,,
580,Marion County,23,Jasper Middle School,K8,0,Super Subgroup,1,2,,,,
580,Marion County,23,Jasper Middle School,K8,0,White,2,1,2,,,
580,Marion County,25,Marion Co High School,HS,0,All Students,3,0,4,2,4,
580,Marion County,25,Marion Co High School,HS,0,American Indian or Alaska Native,,,,,,
580,Marion County,25,Marion Co High School,HS,0,Asian,,,,,,
580,Marion County,25,Marion Co High School,HS,0,Black or African American,,2,,,,
580,Marion County,25,Marion Co High School,HS,0,Black/Hispanic/Native American,2,2,3,,,
580,Marion County,25,Marion Co High School,HS,0,Economically Disadvantaged,3,0,4,2,4,
580,Marion County,25,Marion Co High School,HS,0,English Learners with Transitional 1-4,,,,,,
580,Marion County,25,Marion Co High School,HS,0,Hispanic,,,,,,
580,Marion County,25,Marion Co High School,HS,0,Native Hawaiian or Other Pacific Islander,,,,,,
580,Marion County,25,Marion Co High School,HS,0,Students with Disabilities,2,0,4,,,
580,Marion County,25,Marion Co High School,HS,,Subgroups,2.333333333,0.666666667,3.666666667,2,4,
580,Marion County,25,Marion Co High School,HS,0,Super Subgroup,3,0,,,3,
580,Marion County,25,Marion Co High School,HS,0,White,3,0,4,2,4,
580,Marion County,30,Monteagle Elementary,K8,0,All Students,1,3,1,,,
580,Marion County,30,Monteagle Elementary,K8,0,American Indian or Alaska Native,,,,,,
580,Marion County,30,Monteagle Elementary,K8,0,Asian,,,,,,
580,Marion County,30,Monteagle Elementary,K8,0,Black/Hispanic/Native American,,,,,,
580,Marion County,30,Monteagle Elementary,K8,0,Economically Disadvantaged,,2,0,,,
580,Marion County,30,Monteagle Elementary,K8,0,English Learners with Transitional 1-4,,,,,,
580,Marion County,30,Monteagle Elementary,K8,0,Hispanic,,,,,,
580,Marion County,30,Monteagle Elementary,K8,0,Students with Disabilities,,,,,,
580,Marion County,30,Monteagle Elementary,K8,,Subgroups,,2,0,,,
580,Marion County,30,Monteagle Elementary,K8,0,Super Subgroup,,2,,,,
580,Marion County,30,Monteagle Elementary,K8,0,White,0,2,2,,,
580,Marion County,50,South Pittsburg Elementary,K8,0,All Students,1,0,1,,,
580,Marion County,50,South Pittsburg Elementary,K8,0,American Indian or Alaska Native,,,,,,
580,Marion County,50,South Pittsburg Elementary,K8,0,Asian,,,,,,
580,Marion County,50,South Pittsburg Elementary,K8,0,Black or African American,2,2,1,,,
580,Marion County,50,South Pittsburg Elementary,K8,0,Black/Hispanic/Native American,2,1,1,,,
580,Marion County,50,South Pittsburg Elementary,K8,0,Economically Disadvantaged,1,2,0,,,
580,Marion County,50,South Pittsburg Elementary,K8,0,English Learners with Transitional 1-4,,,,,,
580,Marion County,50,South Pittsburg Elementary,K8,0,Hispanic,,,,,,
580,Marion County,50,South Pittsburg Elementary,K8,0,Students with Disabilities,1,2,2,,,
580,Marion County,50,South Pittsburg Elementary,K8,,Subgroups,1.333333333,1.666666667,1,,,
580,Marion County,50,South Pittsburg Elementary,K8,0,Super Subgroup,1,2,,,,
580,Marion County,50,South Pittsburg Elementary,K8,0,White,2,0,1,,,
580,Marion County,55,South Pittsburg High School,HS,0,All Students,1,0,2,3,4,
580,Marion County,55,South Pittsburg High School,HS,0,Asian,,,,,,
580,Marion County,55,South Pittsburg High School,HS,0,Black or African American,2,1,2,,,
580,Marion County,55,South Pittsburg High School,HS,0,Black/Hispanic/Native American,1,1,2,,,
580,Marion County,55,South Pittsburg High School,HS,0,Economically Disadvantaged,1,0,2,,,
580,Marion County,55,South Pittsburg High School,HS,0,English Learners with Transitional 1-4,,,,,,
580,Marion County,55,South Pittsburg High School,HS,0,Hispanic,,,,,,
580,Marion County,55,South Pittsburg High School,HS,0,Students with Disabilities,,,4,,,
580,Marion County,55,South Pittsburg High School,HS,,Subgroups,1,0.5,2.666666667,,,
580,Marion County,55,South Pittsburg High School,HS,0,Super Subgroup,1,0,,,,
580,Marion County,55,South Pittsburg High School,HS,0,White,1,0,2,4,4,
580,Marion County,63,Whitwell Elementary,K8,0,All Students,4,4,2,,,
580,Marion County,63,Whitwell Elementary,K8,0,Asian,,,,,,
580,Marion County,63,Whitwell Elementary,K8,0,Black or African American,,,,,,
580,Marion County,63,Whitwell Elementary,K8,0,Black/Hispanic/Native American,,,,,,
580,Marion County,63,Whitwell Elementary,K8,0,Economically Disadvantaged,4,4,2,,,
580,Marion County,63,Whitwell Elementary,K8,0,English Learners with Transitional 1-4,,,,,,
580,Marion County,63,Whitwell Elementary,K8,0,Hispanic,,,,,,
580,Marion County,63,Whitwell Elementary,K8,0,Students with Disabilities,,4,4,,,
580,Marion County,63,Whitwell Elementary,K8,,Subgroups,4,4,3,,,
580,Marion County,63,Whitwell Elementary,K8,0,Super Subgroup,4,4,,,,
580,Marion County,63,Whitwell Elementary,K8,0,White,4,4,1,,,
580,Marion County,65,Whitwell Middle School,K8,0,All Students,2,0,2,,,
580,Marion County,65,Whitwell Middle School,K8,0,Black or African American,,,,,,
580,Marion County,65,Whitwell Middle School,K8,0,Black/Hispanic/Native American,,3,,,,
580,Marion County,65,Whitwell Middle School,K8,0,Economically Disadvantaged,1,0,2,,,
580,Marion County,65,Whitwell Middle School,K8,0,English Learners with Transitional 1-4,,,,,,
580,Marion County,65,Whitwell Middle School,K8,0,Hispanic,,,,,,
580,Marion County,65,Whitwell Middle School,K8,0,Students with Disabilities,2,3,2,,,
580,Marion County,65,Whitwell Middle School,K8,,Subgroups,1.5,2,2,,,
580,Marion County,65,Whitwell Middle School,K8,0,Super Subgroup,1,1,,,,
580,Marion County,65,Whitwell Middle School,K8,0,White,2,0,2,,,
580,Marion County,70,Whitwell High School,HS,0,All Students,3,1,2,4,4,
580,Marion County,70,Whitwell High School,HS,0,American Indian or Alaska Native,,,,,,
580,Marion County,70,Whitwell High School,HS,0,Black or African American,,,,,,
580,Marion County,70,Whitwell High School,HS,0,Black/Hispanic/Native American,,,,,,
580,Marion County,70,Whitwell High School,HS,0,Economically Disadvantaged,4,2,3,,,
580,Marion County,70,Whitwell High School,HS,0,English Learners with Transitional 1-4,,,,,,
580,Marion County,70,Whitwell High School,HS,0,Hispanic,,,,,,
580,Marion County,70,Whitwell High School,HS,0,Students with Disabilities,,2,2,,,
580,Marion County,70,Whitwell High School,HS,,Subgroups,4,2,2.5,,,
580,Marion County,70,Whitwell High School,HS,0,Super Subgroup,4,1,,,4,
580,Marion County,70,Whitwell High School,HS,0,White,3,1,2,3,4,
581,Richard City,5,Richard Hardy Memorial School,K8,0,All Students,2,3,4,,,
581,Richard City,5,Richard Hardy Memorial School,K8,0,Asian,,,,,,
581,Richard City,5,Richard Hardy Memorial School,K8,0,Black or African American,,,,,,
581,Richard City,5,Richard Hardy Memorial School,K8,0,Black/Hispanic/Native American,,,,,,
581,Richard City,5,Richard Hardy Memorial School,K8,0,Economically Disadvantaged,,3,4,,,
581,Richard City,5,Richard Hardy Memorial School,K8,0,English Learners with Transitional 1-4,,,,,,
581,Richard City,5,Richard Hardy Memorial School,K8,0,Hispanic,,,,,,
581,Richard City,5,Richard Hardy Memorial School,K8,0,Students with Disabilities,,,,,,
581,Richard City,5,Richard Hardy Memorial School,K8,,Subgroups,,3,4,,,
581,Richard City,5,Richard Hardy Memorial School,K8,0,Super Subgroup,2,3,,,,
581,Richard City,5,Richard Hardy Memorial School,K8,0,White,3,4,4,,,
590,Marshall County,7,Chapel Hill Elementary,K8,0,All Students,4,1,4,,,
590,Marshall County,7,Chapel Hill Elementary,K8,0,American Indian or Alaska Native,,,,,,
590,Marshall County,7,Chapel Hill Elementary,K8,0,Asian,,,,,,
590,Marshall County,7,Chapel Hill Elementary,K8,0,Black or African American,,,,,,
590,Marshall County,7,Chapel Hill Elementary,K8,0,Black/Hispanic/Native American,,,3,,,
590,Marshall County,7,Chapel Hill Elementary,K8,0,Economically Disadvantaged,,1,1,,,
590,Marshall County,7,Chapel Hill Elementary,K8,0,English Learners with Transitional 1-4,,,,,,
590,Marshall County,7,Chapel Hill Elementary,K8,0,Hispanic,,,,,,
590,Marshall County,7,Chapel Hill Elementary,K8,0,Students with Disabilities,,1,4,,,
590,Marshall County,7,Chapel Hill Elementary,K8,,Subgroups,,1,2.666666667,,,
590,Marshall County,7,Chapel Hill Elementary,K8,0,Super Subgroup,2,1,,,,
590,Marshall County,7,Chapel Hill Elementary,K8,0,White,4,1,4,,,
590,Marshall County,18,Cornersville Elementary,K8,0,All Students,3,4,3,,,
590,Marshall County,18,Cornersville Elementary,K8,0,American Indian or Alaska Native,,,,,,
590,Marshall County,18,Cornersville Elementary,K8,0,Black or African American,,,,,,
590,Marshall County,18,Cornersville Elementary,K8,0,Black/Hispanic/Native American,,,,,,
590,Marshall County,18,Cornersville Elementary,K8,0,Economically Disadvantaged,2,3,2,,,
590,Marshall County,18,Cornersville Elementary,K8,0,English Learners with Transitional 1-4,,,,,,
590,Marshall County,18,Cornersville Elementary,K8,0,Hispanic,,,,,,
590,Marshall County,18,Cornersville Elementary,K8,0,Students with Disabilities,,4,2,,,
590,Marshall County,18,Cornersville Elementary,K8,,Subgroups,2,3.5,2,,,
590,Marshall County,18,Cornersville Elementary,K8,0,Super Subgroup,2,4,,,,
590,Marshall County,18,Cornersville Elementary,K8,0,White,3,4,3,,,
590,Marshall County,20,Cornersville School,HS,0,All Students,2,2,3,4,4,
590,Marshall County,20,Cornersville School,HS,0,American Indian or Alaska Native,,,,,,
590,Marshall County,20,Cornersville School,HS,0,Asian,,,,,,
590,Marshall County,20,Cornersville School,HS,0,Black or African American,,,,,,
590,Marshall County,20,Cornersville School,HS,0,Black/Hispanic/Native American,,1,,,,
590,Marshall County,20,Cornersville School,HS,0,Economically Disadvantaged,2,2,3,,,
590,Marshall County,20,Cornersville School,HS,0,English Learners with Transitional 1-4,,,,,,
590,Marshall County,20,Cornersville School,HS,0,Hispanic,,,,,,
590,Marshall County,20,Cornersville School,HS,0,Students with Disabilities,,2,4,,,
590,Marshall County,20,Cornersville School,HS,,Subgroups,2,1.666666667,3.5,,,
590,Marshall County,20,Cornersville School,HS,0,Super Subgroup,3,2,,,,
590,Marshall County,20,Cornersville School,HS,0,White,2,2,3,4,4,
590,Marshall County,30,Forrest School,HS,0,All Students,3,1,3,4,4,
590,Marshall County,30,Forrest School,HS,0,American Indian or Alaska Native,,,,,,
590,Marshall County,30,Forrest School,HS,0,Asian,,,,,,
590,Marshall County,30,Forrest School,HS,0,Black or African American,,,,,,
590,Marshall County,30,Forrest School,HS,0,Black/Hispanic/Native American,,1,4,,,
590,Marshall County,30,Forrest School,HS,0,Economically Disadvantaged,2,2,2,,,
590,Marshall County,30,Forrest School,HS,0,English Learners with Transitional 1-4,,,,,,
590,Marshall County,30,Forrest School,HS,0,Hispanic,,,,,,
590,Marshall County,30,Forrest School,HS,0,Students with Disabilities,,2,4,,,
590,Marshall County,30,Forrest School,HS,,Subgroups,2,1.666666667,3.333333333,,,
590,Marshall County,30,Forrest School,HS,0,Super Subgroup,2,2,,,3,
590,Marshall County,30,Forrest School,HS,0,White,3,2,3,4,4,
590,Marshall County,41,Lewisburg Middle School,K8,0,All Students,2,0,2,,,3
590,Marshall County,41,Lewisburg Middle School,K8,0,American Indian or Alaska Native,,,,,,
590,Marshall County,41,Lewisburg Middle School,K8,0,Asian,,,,,,
590,Marshall County,41,Lewisburg Middle School,K8,0,Black or African American,2,2,2,,,
590,Marshall County,41,Lewisburg Middle School,K8,0,Black/Hispanic/Native American,1,2,2,,,3
590,Marshall County,41,Lewisburg Middle School,K8,0,Economically Disadvantaged,1,2,2,,,
590,Marshall County,41,Lewisburg Middle School,K8,0,English Learners with Transitional 1-4,,2,,,,3
590,Marshall County,41,Lewisburg Middle School,K8,0,Hispanic,2,2,4,,,3
590,Marshall County,41,Lewisburg Middle School,K8,0,Students with Disabilities,1,2,4,,,
590,Marshall County,41,Lewisburg Middle School,K8,,Subgroups,1,2,2.666666667,,,3
590,Marshall County,41,Lewisburg Middle School,K8,0,Super Subgroup,1,2,,,,
590,Marshall County,41,Lewisburg Middle School,K8,0,White,2,0,2,,,
590,Marshall County,43,Marshall Elementary,K8,0,All Students,3,2,4,,,4
590,Marshall County,43,Marshall Elementary,K8,0,Asian,,,,,,
590,Marshall County,43,Marshall Elementary,K8,0,Black or African American,3,2,4,,,
590,Marshall County,43,Marshall Elementary,K8,0,Black/Hispanic/Native American,4,2,4,,,4
590,Marshall County,43,Marshall Elementary,K8,0,Economically Disadvantaged,3,2,4,,,3
590,Marshall County,43,Marshall Elementary,K8,0,English Learners with Transitional 1-4,,3,3,,,4
590,Marshall County,43,Marshall Elementary,K8,0,Hispanic,4,3,4,,,4
590,Marshall County,43,Marshall Elementary,K8,0,Native Hawaiian or Other Pacific Islander,,,,,,
590,Marshall County,43,Marshall Elementary,K8,0,Students with Disabilities,,3,4,,,
590,Marshall County,43,Marshall Elementary,K8,,Subgroups,3.5,2.5,3.75,,,3.666666667
590,Marshall County,43,Marshall Elementary,K8,0,Super Subgroup,3,2,,,,
590,Marshall County,43,Marshall Elementary,K8,0,White,2,2,4,,,
590,Marshall County,47,Marshall Co High School,HS,0,All Students,3,2,2,3,4,
590,Marshall County,47,Marshall Co High School,HS,0,Asian,,,,,,
590,Marshall County,47,Marshall Co High School,HS,0,Black or African American,2,2,1,3,2,
590,Marshall County,47,Marshall Co High School,HS,0,Black/Hispanic/Native American,3,2,2,3,2,
590,Marshall County,47,Marshall Co High School,HS,0,Economically Disadvantaged,3,2,3,2,1,
590,Marshall County,47,Marshall Co High School,HS,0,English Learners with Transitional 1-4,,,,,,
590,Marshall County,47,Marshall Co High School,HS,0,Hispanic,3,3,4,,,
590,Marshall County,47,Marshall Co High School,HS,0,Native Hawaiian or Other Pacific Islander,,,,,,
590,Marshall County,47,Marshall Co High School,HS,0,Students with Disabilities,1,1,4,,,
590,Marshall County,47,Marshall Co High School,HS,,Subgroups,2.333333333,1.666666667,3,2.5,1.5,
590,Marshall County,47,Marshall Co High School,HS,0,Super Subgroup,3,2,,,2,
590,Marshall County,47,Marshall Co High School,HS,0,White,3,2,3,3,4,
590,Marshall County,60,Westhills Elementary,K8,0,All Students,3,4,4,,,4
590,Marshall County,60,Westhills Elementary,K8,0,American Indian or Alaska Native,,,,,,
590,Marshall County,60,Westhills Elementary,K8,0,Asian,,,,,,
590,Marshall County,60,Westhills Elementary,K8,0,Black or African American,1,3,2,,,
590,Marshall County,60,Westhills Elementary,K8,0,Black/Hispanic/Native American,1,4,2,,,4
590,Marshall County,60,Westhills Elementary,K8,0,Economically Disadvantaged,1,4,4,,,4
590,Marshall County,60,Westhills Elementary,K8,0,English Learners with Transitional 1-4,3,4,4,,,4
590,Marshall County,60,Westhills Elementary,K8,0,Hispanic,2,4,3,,,4
590,Marshall County,60,Westhills Elementary,K8,0,Students with Disabilities,1,3,4,,,1
590,Marshall County,60,Westhills Elementary,K8,,Subgroups,1.5,3.75,3.5,,,3.25
590,Marshall County,60,Westhills Elementary,K8,0,Super Subgroup,2,4,,,,
590,Marshall County,60,Westhills Elementary,K8,0,White,3,4,4,,,
590,Marshall County,65,Delk-Henson Intermediate School,K8,0,All Students,3,0,3,,,
590,Marshall County,65,Delk-Henson Intermediate School,K8,0,American Indian or Alaska Native,,,,,,
590,Marshall County,65,Delk-Henson Intermediate School,K8,0,Black or African American,,3,,,,
590,Marshall County,65,Delk-Henson Intermediate School,K8,0,Black/Hispanic/Native American,,2,,,,
590,Marshall County,65,Delk-Henson Intermediate School,K8,0,Economically Disadvantaged,2,1,2,,,
590,Marshall County,65,Delk-Henson Intermediate School,K8,0,English Learners with Transitional 1-4,,,,,,
590,Marshall County,65,Delk-Henson Intermediate School,K8,0,Hispanic,,4,,,,
590,Marshall County,65,Delk-Henson Intermediate School,K8,0,Students with Disabilities,2,3,2,,,
590,Marshall County,65,Delk-Henson Intermediate School,K8,,Subgroups,2,2,2,,,
590,Marshall County,65,Delk-Henson Intermediate School,K8,0,Super Subgroup,2,2,,,,
590,Marshall County,65,Delk-Henson Intermediate School,K8,0,White,3,0,3,,,
600,Maury County,5,J. R. Baker Elementary,K8,0,All Students,3,1,4,,,4
600,Maury County,5,J. R. Baker Elementary,K8,0,Asian,,,,,,
600,Maury County,5,J. R. Baker Elementary,K8,0,Black or African American,,1,4,,,
600,Maury County,5,J. R. Baker Elementary,K8,0,Black/Hispanic/Native American,3,1,4,,,4
600,Maury County,5,J. R. Baker Elementary,K8,0,Economically Disadvantaged,,1,3,,,
600,Maury County,5,J. R. Baker Elementary,K8,0,English Learners with Transitional 1-4,,,,,,4
600,Maury County,5,J. R. Baker Elementary,K8,0,Hispanic,,,4,,,4
