ATV_Involved (group),Agency,Agency_Name,Display Sheet,Road_Type,Land_Use,Hour_STR,Latitude_adj,Longitude_adj,View_Dashboard,YTD_0,YTD_1,YTD_2,SUM([Injury]+[Fatality]),Item,SortBy,GIS,Parent,Crash_Desc,Route_adj,tip,Show_on_Map,Collision_Time_adj,Collision_Date_Tooltip,Tooltip_DriverAge,Collision_DOW,Tooltip_DriverFactor,Tooltip_Vehicle,Tooltip_NM,FixTotalRecs,City,Collision_Date,County,Crash_Type (group),Crash_Type,Distracted_Driver (group),Driver_Drinking (group),Driver_Drugged (group),Drowsy_Driver (group),Fatality,First_Harmfu_Event (group),Injury,LargeTruck_Involved (group),Latitude,Light_Condition (group),Longitude,MRN,Motorcycle_Involved (group),Number of Records,Other_Nonmotorist,Pedalcyclist,Pedestrian,SchoolBus,Senior (65-99) (group),Speeding_Involved (group),THPInv,THP_District,Teen (13-19) (group),Unbelted (group),Weather (group)
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,Other,Urban,13,34.998936,-89.88398,View Dashboard,1,0,0,1,Utility Pole,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),LOGISTICS RD,?,1,13:00,"Tuesday, May 28, 2019 @ 13:00",None,Tuesday,None,None,None,1,Memphis,5/28/2019 1:00:00 PM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Utility Pole,1,Null & -,34.998936,Daylight,-89.88398,300541771,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Null & -,Rain
Null & -,GERMANTOWN POLICE DEPT,GERMANTOWN POLICE DEPT,1,Other,Urban,19,35.09511,-89.78228,View Dashboard,1,0,0,3,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (3 injury/ies),FARMINGTON BLVD,?,1,19:35,"Tuesday, June 25, 2019 @ 19:35",None,Tuesday,Unbelted Occupant,None,None,1,Germantown,6/25/2019 7:35:00 PM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,3,Null & -,35.09511,Daylight,-89.78228,102429456,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Unbelted Occupant,Cloudy
Null & -,SHELBY CO SHERIFFS DEPT,SHELBY CO SHERIFFS DEPT,1,Other,Rural,16,35.24259,-89.899123,View Dashboard,1,0,0,2,Standing Tree,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (2 injury/ies),EGYPT CENTRAL RD,?,1,16:25,"Tuesday, January 1, 2019 @ 16:25",None,Tuesday,"Speeding, Unbelted Occupant",None,None,1, Not in a City,1/1/2019 4:25:00 PM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Standing Tree,2,Null & -,35.24259,Daylight,-89.899123,300505270,Null & -,1,-,-,-,-,Null & -,Speeding Driver,Other,4-Memphis,Null & -,Unbelted Occupant,Cloudy
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,State Road,Urban,13,35.148743,-89.9087,View Dashboard,1,0,0,3,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (3 injury/ies), SR-1,?,1,13:25,"Tuesday, October 29, 2019 @ 13:25",None,Tuesday,"Distracted Driver, Drunk Driver, Driver Used Drug, Unbelted Occupant",None,None,1,Memphis,10/29/2019 1:25:00 PM,Shelby,Serious Injury,Serious Injury,Distracted Driver,Drinking Driver,Driver has used Drugs,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,3,Null & -,35.148743,Daylight,-89.9087,300580557,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Unbelted Occupant,Clear
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,State Road,Urban, 9,35.13688,-90.02198,View Dashboard,1,0,0,2,Standing Tree,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (2 injury/ies), SR-3,?,1, 9:45,"Tuesday, October 8, 2019 @  9:45",None,Tuesday,"Distracted Driver, Unbelted Occupant",None,None,1,Memphis,10/8/2019 9:45:00 AM,Shelby,Serious Injury,Serious Injury,Distracted Driver,Null & -,Null & -,Null & -,0,Standing Tree,2,Null & -,35.13688,Daylight,-90.02198,300575861,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Unbelted Occupant,Clear
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,Other,Urban, 7,35.093216,-89.93948,View Dashboard,1,0,0,7,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (7 injury/ies),KIMBALL AVE,?,1, 7:27,"Tuesday, September 3, 2019 @  7:27",None,Tuesday,None,None,None,1,Memphis,9/3/2019 7:27:00 AM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,7,Null & -,35.093216,Daylight,-89.93948,300565234,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Null & -,Clear
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,State Road,Urban, 7,35.094594,-90.055977,View Dashboard,1,0,0,3,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (3 injury/ies), SR-14,?,1, 7:14,"Tuesday, September 17, 2019 @  7:14",None,Tuesday,None,None,None,1,Memphis,9/17/2019 7:14:00 AM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,3,Null & -,35.094594,Daylight,-90.055977,300568841,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Null & -,Clear
Null & -,SHELBY CO SHERIFFS DEPT,SHELBY CO SHERIFFS DEPT,1,Other,Rural,14,34.999914,-89.815447,View Dashboard,1,0,0,1,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),ANNANDALE DR,?,1,14:50,"Tuesday, September 10, 2019 @ 14:50",None,Tuesday,Unbelted Occupant,None,None,1, Not in a City,9/10/2019 2:50:00 PM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,1,Null & -,34.999914,Daylight,-89.815447,300572405,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Unbelted Occupant,Clear
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,State Road,Urban,18,35.19702,-89.92507,View Dashboard,1,0,0,7,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (7 injury/ies), SR-14,?,1,18:05,"Tuesday, August 20, 2019 @ 18:05",None,Tuesday,Unbelted Occupant,None,None,1,Memphis,8/20/2019 6:05:00 PM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,7,Null & -,35.19702,Daylight,-89.92507,300562094,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Unbelted Occupant,Clear
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,Other,Urban, 7,35.042995,-90.06946,View Dashboard,1,0,0,1,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),W LEVI RD,?,1, 7:30,"Tuesday, August 20, 2019 @  7:30",None,Tuesday,None,None,None,1,Memphis,8/20/2019 7:30:00 AM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,1,Null & -,35.042995,Daylight,-90.06946,300561723,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Null & -,Clear
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,Other,Urban,16,35.17412,-89.962234,View Dashboard,1,0,0,2,Curb,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (2 injury/ies),CHELSEA AVE,?,1,16:01,"Tuesday, July 2, 2019 @ 16:01",None,Tuesday,Unbelted Occupant,None,None,1,Memphis,7/2/2019 4:01:00 PM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Curb,2,Null & -,35.17412,Daylight,-89.962234,300551155,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Unbelted Occupant,Clear
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,Other,Urban,11,35.108143,-89.977234,View Dashboard,1,0,0,2,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (2 injury/ies),PARK AVE,?,1,11:08,"Tuesday, July 2, 2019 @ 11:08",None,Tuesday,None,None,None,1,Memphis,7/2/2019 11:08:00 AM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,2,Null & -,35.108143,Daylight,-89.977234,300550171,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Null & -,Clear
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,Other,Urban,11,35.076757,-89.856687,View Dashboard,1,0,0,4,Utility Pole,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (4 injury/ies),OLD RIDGEWAY RD,?,1,11:08,"Tuesday, June 11, 2019 @ 11:08",None,Tuesday,Unbelted Occupant,None,None,1,Memphis,6/11/2019 11:08:00 AM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Utility Pole,4,Null & -,35.076757,Daylight,-89.856687,300545380,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Unbelted Occupant,Clear
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,State Road,Urban,11,35.059694,-90.059583,View Dashboard,1,0,0,3,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (3 injury/ies), SR-14,?,1,11:01,"Tuesday, June 4, 2019 @ 11:01",None,Tuesday,"Speeding, Unbelted Occupant",None,None,1,Memphis,6/4/2019 11:01:00 AM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,3,Null & -,35.059694,Daylight,-90.059583,300543446,Null & -,1,-,-,-,-,Null & -,Speeding Driver,Other,4-Memphis,Null & -,Unbelted Occupant,Clear
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,Other,Urban, 9,35.079376,-90.06291,View Dashboard,1,0,0,2,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (2 injury/ies),NEW HORN LAKE RD,?,1, 9:13,"Tuesday, June 25, 2019 @  9:13",None,Tuesday,None,None,None,1,Memphis,6/25/2019 9:13:00 AM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,2,Null & -,35.079376,Daylight,-90.06291,300549296,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Null & -,Clear
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,Interstate,Urban,18,35.073647,-90.00544,View Dashboard,1,0,0,2,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (2 injury/ies),  I-240,?,1,18:12,"Tuesday, May 28, 2019 @ 18:12",None,Tuesday,Distracted Driver,None,None,1,Memphis,5/28/2019 6:12:00 PM,Shelby,Serious Injury,Serious Injury,Distracted Driver,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,2,Null & -,35.073647,Daylight,-90.00544,300542686,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Null & -,Clear
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,Interstate,Urban,12,35.1784,-90.018135,View Dashboard,1,0,0,1,Concrete Traffic Barrier,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),  I-40,?,1,12:50,"Tuesday, May 7, 2019 @ 12:50",None,Tuesday,Unbelted Occupant,None,None,1,Memphis,5/7/2019 12:50:00 PM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Concrete Traffic Barrier,1,Null & -,35.1784,Daylight,-90.018135,300536447,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Unbelted Occupant,Clear
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,Other,Urban, 8,35.244415,-89.98784,View Dashboard,1,0,0,1,Ditch,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),HAWKINS ML,?,1, 8:00,"Tuesday, April 23, 2019 @  8:00",None,Tuesday,None,None,None,1,Memphis,4/23/2019 8:00:00 AM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Ditch,1,Null & -,35.244415,Daylight,-89.98784,300532544,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Null & -,Clear
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,Other,Urban,17,35.201622,-89.75456,View Dashboard,1,0,0,3,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (3 injury/ies),BERRY HILL RD,?,1,17:25,"Tuesday, February 26, 2019 @ 17:25",None,Tuesday,None,None,None,1,Memphis,2/26/2019 5:25:00 PM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,3,Null & -,35.201622,Daylight,-89.75456,300518264,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Null & -,Clear
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,Other,Urban, 8,35.212814,-89.97178,View Dashboard,1,0,0,1,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),WHITNEY AVE,?,1, 8:00,"Tuesday, January 29, 2019 @  8:00",None,Tuesday,None,None,None,1,Memphis,1/29/2019 8:00:00 AM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,1,Null & -,35.212814,Daylight,-89.97178,300511249,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Null & -,Clear
Null & -,COLLIERVILLE POLICE DEPT,COLLIERVILLE POLICE DEPT,1,Other,Urban,14,35.09092,-89.7115,View Dashboard,1,0,0,1,Fell/Jumped From Vehicle,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),WOLF RIVER BLVD ,?,1,14:05,"Tuesday, November 19, 2019 @ 14:05",None,Tuesday,"Speeding, Unbelted Occupant",Motorcycle,None,1,Collierville,11/19/2019 2:05:00 PM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Fell/Jumped From Vehicle,1,Null & -,35.09092,Daylight,-89.7115,102576981,Motorcyclist Involved,1,-,-,-,-,Null & -,Speeding Driver,Other,4-Memphis,Null & -,Unbelted Occupant,Clear
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,Interstate,Urban,16,35.073196,-90.00691,View Dashboard,1,0,0,1,Concrete Traffic Barrier,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),  I-240,?,1,16:21,"Tuesday, May 28, 2019 @ 16:21",None,Tuesday,Unbelted Occupant,Motorcycle,None,1,Memphis,5/28/2019 4:21:00 PM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Concrete Traffic Barrier,1,Null & -,35.073196,Daylight,-90.00691,300542039,Motorcyclist Involved,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Unbelted Occupant,Clear
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,Other,Urban, 7,35.095585,-89.915886,View Dashboard,1,0,0,1,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),RHODES AVE,?,1, 7:10,"Tuesday, April 30, 2019 @  7:10",None,Tuesday,Unbelted Occupant,Motorcycle,None,1,Memphis,4/30/2019 7:10:00 AM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,1,Null & -,35.095585,Daylight,-89.915886,300534343,Motorcyclist Involved,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Unbelted Occupant,Clear
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,Other,Urban,13,35.093476,-89.969323,View Dashboard,1,0,0,1,Other Fixed Object,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),FILMORE ST,?,1,13:30,"Tuesday, April 30, 2019 @ 13:30",None,Tuesday,"Speeding, Unbelted Occupant",Motorcycle,None,1,Memphis,4/30/2019 1:30:00 PM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Other Fixed Object,1,Null & -,35.093476,Daylight,-89.969323,300535662,Motorcyclist Involved,1,-,-,-,-,Null & -,Speeding Driver,Other,4-Memphis,Null & -,Unbelted Occupant,Clear
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,Other,Urban,13,35.143715,-90.054665,View Dashboard,1,0,0,1,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),FRONT ST,?,1,13:25,"Tuesday, January 8, 2019 @ 13:25",None,Tuesday,Unbelted Occupant,Motorcycle,None,1,Memphis,1/8/2019 1:25:00 PM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,1,Null & -,35.143715,Daylight,-90.054665,300510258,Motorcyclist Involved,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Unbelted Occupant,Clear
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,Interstate,Urban,12,35.165775,-89.899864,View Dashboard,1,0,0,2,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (2 injury/ies),  I-40,?,1,12:40,"Tuesday, August 27, 2019 @ 12:40",None,Tuesday,None,Large Truck,None,1,Memphis,8/27/2019 12:40:00 PM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,2,Large Truck Involved,35.165775,Daylight,-89.899864,300563746,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Null & -,Clear
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,Other,Urban,12,35.040825,-89.913605,View Dashboard,1,0,0,1,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),PERKINS RD,?,1,12:45,"Tuesday, August 13, 2019 @ 12:45",None,Tuesday,None,Large Truck,None,1,Memphis,8/13/2019 12:45:00 PM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,1,Large Truck Involved,35.040825,Daylight,-89.913605,300560251,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Null & -,Clear
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,Interstate,Urban,18,35.08018,-90.059494,View Dashboard,1,0,0,1,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),  I-55,?,1,18:31,"Tuesday, April 2, 2019 @ 18:31",None,Tuesday,Distracted Driver,Large Truck,None,1,Memphis,4/2/2019 6:31:00 PM,Shelby,Serious Injury,Serious Injury,Distracted Driver,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,1,Large Truck Involved,35.08018,Daylight,-90.059494,300528293,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Null & -,Clear
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,Other,Urban,16,35.14722,-89.944496,View Dashboard,1,0,0,1,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),N HIGHLAND ST,?,1,16:30,"Thursday, November 21, 2019 @ 16:30",None,Thursday,Unbelted Occupant,None,None,1,Memphis,11/21/2019 4:30:00 PM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,1,Null & -,35.14722,Daylight,-89.944496,300586881,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Unbelted Occupant,Rain
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,Other,Urban, 7,35.148523,-90.052884,View Dashboard,1,0,0,1,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),N I 240 EAST ,?,1, 7:30,"Thursday, November 7, 2019 @  7:30",None,Thursday,"Distracted Driver, Unbelted Occupant",None,None,1,Memphis,11/7/2019 7:30:00 AM,Shelby,Serious Injury,Serious Injury,Distracted Driver,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,1,Null & -,35.148523,Daylight,-90.052884,300586075,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Unbelted Occupant,Rain
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,State Road,Urban,10,35.13494,-89.96739,View Dashboard,1,0,0,1,Other Fixed Object,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies), SR-57,?,1,10:05,"Thursday, January 17, 2019 @ 10:05",None,Thursday,Distracted Driver,None,None,1,Memphis,1/17/2019 10:05:00 AM,Shelby,Serious Injury,Serious Injury,Distracted Driver,Null & -,Null & -,Null & -,0,Other Fixed Object,1,Null & -,35.13494,Daylight,-89.96739,300508867,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Null & -,Rain
Null & -,SHELBY CO SHERIFFS DEPT,SHELBY CO SHERIFFS DEPT,1,State Road,Rural,16,35.020271,-89.822149,View Dashboard,1,0,0,2,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (2 injury/ies), SR-175,?,1,16:44,"Thursday, January 3, 2019 @ 16:44",None,Thursday,Unbelted Occupant,None,None,1, Not in a City,1/3/2019 4:44:00 PM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,2,Null & -,35.020271,Daylight,-89.822149,300506230,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Unbelted Occupant,Cloudy
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,Other,Urban,16,35.06023,-90.01886,View Dashboard,1,0,0,1,Utility Pole,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),HWY I55 ,?,1,16:14,"Thursday, November 28, 2019 @ 16:14",None,Thursday,None,None,None,1,Memphis,11/28/2019 4:14:00 PM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Utility Pole,1,Null & -,35.06023,Daylight,-90.01886,300588986,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Null & -,Clear
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,State Road,Urban,15,35.021004,-89.98977,View Dashboard,1,0,0,3,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (3 injury/ies), SR-175,?,1,15:46,"Thursday, September 12, 2019 @ 15:46",None,Thursday,None,None,None,1,Memphis,9/12/2019 3:46:00 PM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,3,Null & -,35.021004,Daylight,-89.98977,300567710,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Null & -,Clear
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,Other,Urban,13,35.027077,-89.98972,View Dashboard,1,0,0,2,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (2 injury/ies),AIRWAYS BLVD,?,1,13:45,"Thursday, September 12, 2019 @ 13:45",None,Thursday,None,None,None,1,Memphis,9/12/2019 1:45:00 PM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,2,Null & -,35.027077,Daylight,-89.98972,300567731,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Null & -,Clear
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,Other,Urban,16,35.161674,-89.90908,View Dashboard,1,0,0,3,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (3 injury/ies),MCCRORY AVE,?,1,16:20,"Thursday, August 1, 2019 @ 16:20",None,Thursday,Unbelted Occupant,None,None,1,Memphis,8/1/2019 4:20:00 PM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,3,Null & -,35.161674,Daylight,-89.90908,300557374,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Unbelted Occupant,Clear
Null & -,MEMPHIS POLICE DEPT,MEMPHIS POLICE DEPT,1,Other,Urban, 6,35.09451,-89.99507,View Dashboard,1,0,0,2,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (2 injury/ies),CASTALIA,?,1, 6:35,"Thursday, August 29, 2019 @  6:35",None,Thursday,None,None,None,1,Memphis,8/29/2019 6:35:00 AM,Shelby,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,2,Null & -,35.09451,Daylight,-89.99507,300564079,Null & -,1,-,-,-,-,Null & -,Null & -,Other,4-Memphis,Null & -,Null & -,Clear
