Area Designation Cde,City,Crash Comments,Collision Date,CY Fatal Crashes,Latitude in Date Range,CY Fatalities,Placeholder,Invalid Lat Long - Crash in Date Range,Collision Dte,Collision Id,Collision Time Txt,County Name,Date Deleted,DEL,Date Range Collision Date,Date Range Fatal Crashes,Early Notification Type,Fatal Case Nbr Txt,ID,Intersect Road Name Suffix Txt,Intersect Road Name Txt,Intersect Road Nbr Txt,Invalid Lat Long - Fatality in Date Range,DateDiffTest,Crash Latitude,Longitude in Date Range,Crash Longitude,Master Record Number,Mile Mark Nmb,Mstr Rec Nbr Txt,Person Type,Rdwy Name Suffix Txt,Rdwy Name Txt,Rdwy Nbr Txt,Relation To Road Cde,Rollover Ind,Route Signing Cde,State Fatal #,School Bus Cde,Speed Ind,THP District,TK or BUS INV,Date Range Fatalities
00,MILLERSVILLE,,6/5/2018 12:00:00 AM,1,36.3965,1,1,0,6/5/2018 12:00:00 PM,AB18DEA7-6CDB-11E8-B699-70581221EE57,12:00,Sumner,,N,6/5/2018 12:00:00 AM,1,Email,18-0356,85663EAC-226B-E811-80D7-0050568862B1,,,,0,1251,36.3965,-86.71728,-86.71728,102043552,102.4,102043552,DRIVER,,I 65,,01,N,01,18-0356,00,,03,T,1
01,Not in a City,,6/2/2018 12:00:00 AM,1,35.9748,1,1,0,6/2/2018 9:59:00 AM,5C3C669A-70BC-11E8-A025-705812218010,09:59,Cumberland,,N,6/2/2018 12:00:00 AM,1,Email,18-0374,D98C633B-D16F-E811-80D7-0050568862B1,,OPEN SKY DR,,0,1248,35.9748,-85.17907,-85.17907,102043993,0,102043993,DRIVER,,SPARTA HWY,,01,N,02,18-0374,00,,06,T,1
01,Not in a City,"4/17/19 - SENT TITAN REPORT TO VICKIE MASON (CVARS) REGARDING TRUCK NOTIFICATION.   GF

4/17/19 - SAFETY NET & SUPPORTING DOCUMENTATION RECEIVED FROM CVARS. PLACED IN CASE FILE ATTACHED. GF",6/15/2018 12:00:00 AM,1,35.95371,1,1,0,6/15/2018 4:35:00 PM,3AD078EE-9A8B-11E8-A58F-00AA004D0001,16:35,Knox,,N,6/15/2018 12:00:00 AM,1,Par,18-1001,A7912823-5660-E911-80E7-0050568862B1,,N NATIONAL DR,,0,1261,35.95371,-83.83001,-83.83001,102044848,0,102044848,DRIVER,,ASBURY RD,,01,N,04,18-1001,00,,01,T,1
00,Not in a City,,6/14/2018 12:00:00 AM,1,35.60259,1,1,0,6/14/2018 4:21:00 PM,C7DAB9CE-70F8-11E8-BDCC-A813743B2AA9,16:21,Warren,,N,6/14/2018 12:00:00 AM,1,Email,18-0385,284EC4B7-1073-E811-80D7-0050568862B1,,CIRCLE M LN,,0,1260,35.60259,-85.62001,-85.62001,102046544,0,102046544,DRIVER,,HARRISON FERRY RD,,01,Y,03,18-0385,00,,06,T,1
00,Nashville,PER JOAQUIN (DAVIDSON CO EMS). FATAL DIED AT SCENE. THE NON-FATAL IN THIS CRASH REFUSED TRANSPORT.  6/27/18 GF,6/21/2018 12:00:00 AM,1,36.10715,1,1,0,6/21/2018 7:30:00 PM,F73A0BE0-AD19-11E8-A8E6-484D7EFA74FE,19:30,Davidson,,N,6/21/2018 12:00:00 AM,1,Email,18-0399,38A4E17D-2576-E811-80D9-0050568862B1,,,,0,1267,36.10715,-86.71954,-86.71954,102054854,53.9,102054854,DRIVER,,I 24,,01,Y,01,18-0399,00,,03,T,1
00,Not in a City,,6/27/2018 12:00:00 AM,1,35.46388,1,1,0,6/27/2018 2:05:00 AM,FE484520-7E2A-11E8-B9D1-8CC1214CC22B,02:05,Marshall,,N,6/27/2018 12:00:00 AM,1,Email,18-0416,FF55FACF-FA7A-E811-80D9-0050568862B1,,,,0,1273,35.46388,-86.88691,-86.88691,102061412,33.5,102061412,PASS,,I 65,,01,Y,01,18-0416,00,,07,T,1
00,Not in a City,,7/4/2018 12:00:00 AM,1,36.1374,1,1,0,7/4/2018 7:44:00 AM,BE87C33E-81E8-11E8-94B5-5065F32B0770,07:44,Putnam,,N,7/4/2018 12:00:00 AM,1,Email,18-0443,68719FAA-5880-E811-80DA-0050568862B1,,,,0,1280,36.1374,-85.63377,-85.63377,102066640,279.65,102066640,PASS,,I 40,,01,N,01,18-0443,00,,06,T,1
01,Not in a City,,7/10/2018 12:00:00 AM,1,35.4197,1,1,0,7/10/2018 9:15:00 AM,EA8E9DCA-8458-11E8-A425-8CC121A3018E,09:15,Marshall,,N,7/10/2018 12:00:00 AM,1,Email,18-0491,E962E68B-818E-E811-80DC-0050568862B1,,LIBERTY VALLEY RD,,0,1286,35.4197,-86.70195,-86.70195,102070735,0,102070735,DRIVER,,US HWY 431,,01,N,02,18-0491,00,,07,T,1
01,Not in a City,,7/13/2018 12:00:00 AM,1,36.26084,1,1,0,7/13/2018 2:31:00 PM,6BF25A6C-86F2-11E8-8851-8CC1214C6D25,14:31,Washington,,N,7/13/2018 12:00:00 AM,1,Par,18-0493,B744C878-828E-E811-80DC-0050568862B1,,PRECISION STOCKYARD CROSSOVER,,0,1289,36.26084,-82.55841,-82.55841,102074566,0,102074566,DRIVER,,HIGHWAY 11 E,,01,N,02,18-0493,00,,05,T,1
00,Not in a City,,7/8/2018 12:00:00 AM,1,36.38008,1,1,0,7/8/2018 5:26:00 PM,E2AC0A26-854D-11E8-9341-340286AF6616,17:26,Campbell,,N,7/8/2018 12:00:00 AM,1,Email,18-0456,E8549AC2-3D84-E811-80DA-0050568862B1,,,,0,1284,36.38008,-84.24796,-84.24796,102080694,141.25,102080694,DRIVER,,I 75,,01,N,01,18-0456,00,,01,T,1
00,Not in a City,,7/8/2018 12:00:00 AM,1,36.38008,1,1,0,7/8/2018 5:26:00 PM,E2AC0A26-854D-11E8-9341-340286AF6616,17:26,Campbell,,N,7/8/2018 12:00:00 AM,1,Email,18-0456,E9549AC2-3D84-E811-80DA-0050568862B1,,,,0,1284,36.38008,-84.24796,-84.24796,102080694,141.25,102080694,DRIVER,,I 75,,01,N,01,18-0456,00,,01,T,1
00,Not in a City,,7/8/2018 12:00:00 AM,1,36.38008,1,1,0,7/8/2018 5:26:00 PM,E2AC0A26-854D-11E8-9341-340286AF6616,17:26,Campbell,,N,7/8/2018 12:00:00 AM,1,Email,18-0456,E3375BDE-3D84-E811-80DA-0050568862B1,,,,0,1284,36.38008,-84.24796,-84.24796,102080694,141.25,102080694,PASS,,I 75,,01,N,01,18-0456,00,,01,T,1
00,Jackson,,7/14/2018 12:00:00 AM,1,35.6754,1,1,0,7/14/2018 7:28:00 AM,8CA1708C-8823-11E8-AE23-001BD38B72CB,07:28,Madison,,N,7/14/2018 12:00:00 AM,1,Email,18-0472,52E894F6-1189-E811-80DA-0050568862B1,,,,0,1290,35.6754,-88.80315,-88.80315,102081754,83.35,102081754,DRIVER,,I 40,,01,N,01,18-0472,00,,08,T,1
02,Not in a City,,7/26/2018 12:00:00 AM,1,36.27751,1,1,0,7/26/2018 5:10:00 PM,3F1AFD81-9146-11E8-AA12-001BD3DC7551,17:10,Carter,,N,7/26/2018 12:00:00 AM,1,Email,18-0515,4E922C42-B191-E811-80DC-0050568862B1,,GAP CREEK RD,,0,1302,36.27751,-82.23129,-82.23129,102088255,0,102088255,DRIVER,,MARY PATTON HWY,,01,N,03,18-0515,00,,05,T,1
00,Not in a City,,7/26/2018 12:00:00 AM,1,35.77622,1,1,0,7/26/2018 4:13:00 PM,96A697B4-9180-11E8-BE4F-20C6EB0917BA,16:13,Warren,,N,7/26/2018 12:00:00 AM,1,Email,18-0516,8E878ADC-B191-E811-80DC-0050568862B1,,ROCK ISLAND RD,,0,1302,35.77622,-85.61293,-85.61293,102088273,0,102088273,PASS,,SPARTA HWY,,01,Y,02,18-0516,00,,06,T,1
02,Not in a City,,7/20/2018 12:00:00 AM,1,35.19548,1,1,0,7/20/2018 11:19:00 PM,D0E0C6B7-91EB-11E8-B846-340286B0296B,23:19,Lincoln,,N,7/20/2018 12:00:00 AM,1,Email,18-0498,44A246D8-848E-E811-80DC-0050568862B1,,TURNER RD,,0,1296,35.19548,-86.68695,-86.68695,102088968,0,102088968,DRIVER,,PULASKI HWY,,01,N,02,18-0498,00,,07,T,1
00,Not in a City,,8/4/2018 12:00:00 AM,1,35.51202,1,1,0,8/4/2018 12:58:00 AM,7C43AFBA-9807-11E8-9BFC-8CC1214CBE36,00:58,Tipton,,N,8/4/2018 12:00:00 AM,1,Email,18-0547,F59958A2-8399-E811-80DC-0050568862B1,,JACK BENNETT RD,,0,1311,35.51202,-89.70809,-89.70809,102099439,0,102099439,PED,,HIGHWAY 51S,,01,N,02,18-0547,00,,04,T,1
00,Not in a City,,7/27/2018 12:00:00 AM,1,36.44834,1,1,0,7/27/2018 12:24:00 PM,D519CA0C-95D4-11E8-81B9-705812264CDD,12:24,Hancock,,N,7/27/2018 12:00:00 AM,1,Email,18-0523,E885931B-0F94-E811-80DC-0050568862B1,,SINGLETON RD,,0,1303,36.44834,-83.31964,-83.31964,102100312,0,102100312,DRIVER,,MCCOY RD,,04,Y,04,18-0523,00,,05,T,1
00,Not in a City,,8/3/2018 12:00:00 AM,1,35.30842,1,1,0,8/3/2018 4:09:00 PM,A1D44671-9927-11E8-A758-70581226443B,16:09,Fayette,,N,8/3/2018 12:00:00 AM,1,Email,18-0545,2E811B09-8299-E811-80DC-0050568862B1,,,,0,1310,35.30842,-89.58753,-89.58753,102103741,30.6,102103741,PASS,,I 40,,05,N,01,18-0545,00,,04,T,1
02,Not in a City,,8/7/2018 12:00:00 AM,1,36.29855,1,1,0,8/7/2018 7:54:00 PM,3A1910A9-9B5D-11E8-BD5E-8CC121A37E6D,19:54,Grainger,,N,8/7/2018 12:00:00 AM,1,Email,18-0563,7D19D46A-0C9B-E811-80DC-0050568862B1,,WORM DR,,0,1314,36.29855,-83.59523,-83.59523,102105656,0,102105656,DRIVER,,WASHBURN RD,,01,N,04,18-0563,00,,05,T,1
00,Not in a City,,8/4/2018 12:00:00 AM,1,36.60348,1,1,0,8/4/2018 2:10:00 PM,B25519D9-9857-11E8-98A3-001BD3DC7551,14:10,Johnson,,N,8/4/2018 12:00:00 AM,1,Email,18-0549,BCBB1772-8499-E811-80DC-0050568862B1,,DOLLARSVILLE RD,,0,1311,36.60348,-81.75183,-81.75183,102106402,0,102106402,PASS,,HWY 91N,,01,N,03,18-0549,00,,05,T,1
00,Not in a City,,8/8/2018 12:00:00 AM,1,35.8089,1,1,0,8/8/2018 2:48:00 AM,FFDC4F0F-9B90-11E8-8C2C-8CC1214CBDCF,02:48,Williamson,,N,8/8/2018 12:00:00 AM,1,Email,18-0568,97CE81E3-D19B-E811-80DC-0050568862B1,,,,0,1315,35.8089,-86.848,-86.848,102109271,58,102109271,PASS,,,I65,01,N,01,18-0568,00,,03,T,1
01,Calhoun,,8/9/2018 12:00:00 AM,1,35.29743,1,1,0,8/9/2018 11:44:00 PM,616024C6-9F43-11E8-A0E9-705812264ACA,23:44,McMinn,,N,8/9/2018 12:00:00 AM,1,Par,18-0592,EE79C06C-84A4-E811-80DD-0050568862B1,,HIGHWAY 11 S,,0,1316,35.29743,-84.75247,-84.75247,102110141,0,102110141,DRIVER,,HIGHWAY 163,,01,N,02,18-0592,00,,02,T,1
02,Not in a City,,8/21/2018 12:00:00 AM,1,35.9501,1,1,0,8/21/2018 5:15:00 AM,6FA15955-A55A-11E8-B75D-8CC1214C12D1,05:15,Cumberland,,N,8/21/2018 12:00:00 AM,1,Par,18-0603,FFB3FE87-07A6-E811-80DD-0050568862B1,,OLD HWY 70,,0,1328,35.9501,-85.095,-85.095,102117310,0,102117310,DRIVER,,SPARTA HWY,,01,N,02,18-0603,00,,06,T,1
01,Jackson,,8/19/2018 12:00:00 AM,1,35.64854,1,1,0,8/19/2018 7:20:00 PM,7F7E0617-A6D4-11E8-BA42-001BD3E2C4F2,19:20,Madison,,N,8/19/2018 12:00:00 AM,1,Par,18-0620,F9F55FAE-8AAB-E811-80DD-0050568862B1,,RADIO RD,,0,1326,35.64854,-88.82905,-88.82905,102119511,0,102119511,DRIVER,,N HIGHLAND AVE,,01,N,02,18-0620,00,,08,T,1
01,Antioch,,8/25/2018 12:00:00 AM,1,36.031,1,1,0,8/25/2018 5:12:00 AM,1073310D-AA40-11E8-A955-B8CA3AAB834B,05:12,Davidson,,N,8/25/2018 12:00:00 AM,1,Email,18-0613,A3E201E6-FBA9-E811-80DD-0050568862B1,,PARKS RETREAT DR,,0,1332,36.031,-86.59346,-86.59346,102124100,0,102124100,DRIVER,,MURFREESBORO PKE,,01,N,03,18-0613,00,,03,T,1
00,Not in a City,,8/28/2018 12:00:00 AM,1,36.52654,1,1,0,8/28/2018 12:00:00 AM,DC71BFD0-AD67-11E8-9D39-D485649FA0C8,24:00,Pickett,,N,8/28/2018 12:00:00 AM,1,Email,18-0622,A34F33EA-8BAB-E811-80DD-0050568862B1,,DALE HOLLOW EST RD,,0,1335,36.52654,-85.16385,-85.16385,102129065,0,102129065,DRIVER,,LIVINGSTON HWY,,01,N,03,18-0622,00,,06,T,1
00,Not in a City,,9/6/2018 12:00:00 AM,1,36.43919,1,1,0,9/6/2018 7:38:00 AM,4589AD14-B1FB-11E8-B8CB-A813743B287A,07:38,Overton,,N,9/6/2018 12:00:00 AM,1,Email,18-0650,76F7D193-9FB2-E811-80DD-0050568862B1,,WILLOW GROVE HWY,,0,1344,36.43919,-85.2677,-85.2677,102135715,0,102135715,DRIVER,,BYRDSTOWN HWY,,01,N,04,18-0650,00,,06,T,1
00,Not in a City,,9/6/2018 12:00:00 AM,1,36.43919,1,1,0,9/6/2018 7:38:00 AM,4589AD14-B1FB-11E8-B8CB-A813743B287A,07:38,Overton,,N,9/6/2018 12:00:00 AM,1,Email,18-0650,905719CF-9FB2-E811-80DD-0050568862B1,,WILLOW GROVE HWY,,0,1344,36.43919,-85.2677,-85.2677,102135715,0,102135715,PASS,,BYRDSTOWN HWY,,01,N,04,18-0650,00,,06,T,1
00,Lebanon,,8/31/2018 12:00:00 AM,1,36.18224,1,1,0,8/31/2018 3:47:00 PM,575E9A24-AD8E-11E8-A1B5-8CC121A30014,15:47,Wilson,,N,8/31/2018 12:00:00 AM,1,Email,18-0635,8BACCE3B-5AB0-E811-80DD-0050568862B1,,,,0,1338,36.18224,-86.29585,-86.29585,102138980,238,102138980,DRIVER,,I 40,,01,N,01,18-0635,00,,03,T,1
00,Not in a City,,9/4/2018 12:00:00 AM,1,36.03445,1,1,0,9/4/2018 10:55:00 AM,45618D4C-B125-11E8-AF52-0050B604DDC8,10:55,Benton,,N,9/4/2018 12:00:00 AM,1,Email,18-0648,DA92D152-CEB1-E811-80DD-0050568862B1,,SAWYERS MILL RD,,0,1342,36.03445,-88.20799,-88.20799,102139505,0,102139505,DRIVER,,HWY 70W,,04,Y,02,18-0648,00,,08,T,1
01,Selmer,,9/10/2018 12:00:00 AM,1,35.140931,1,1,0,9/10/2018 11:19:00 AM,FA6F7ADC-B5D5-11E8-B641-2C413890F477,11:19,McNairy,,N,9/10/2018 12:00:00 AM,1,Par,18-0668,599664BC-82B6-E811-80DD-0050568862B1,HWY,HIGHWAY 142,SR142,0,1348,35.140931,-88.572,-88.572,102140927,0,102140927,DRIVER,AVE,MULBERRY,SR45,01,N,03,18-0668,00,,08,T,1
01,Nashville,,9/8/2018 12:00:00 AM,1,36.1241,1,1,0,9/8/2018 7:45:00 AM,D647DED3-B6B6-11E8-BE96-484D7EFA74FE,07:45,Davidson,,N,9/8/2018 12:00:00 AM,1,Email,18-0657,95BC5A1C-08B5-E811-80DD-0050568862B1,,NOLENSVILLE PKE,,0,1346,36.1241,-86.7516,-86.7516,102141997,0,102141997,PED,,I440 W EXT RAMP,,01,N,01,18-0657,00,,03,T,1
00,Not in a City,,9/13/2018 12:00:00 AM,1,35.13111,1,1,0,9/13/2018 2:50:00 AM,B7D5A862-B7EC-11E8-B6E3-40A3CC1E8772,02:50,Giles,,N,9/13/2018 12:00:00 AM,1,Email,18-0675,454492D6-26B8-E811-80DD-0050568862B1,,,,0,1351,35.13111,-86.87767,-86.87767,102146800,9.6,102146800,PED,,I 65,,02,N,01,18-0675,00,,07,T,1
01,Tullahoma,,9/14/2018 12:00:00 AM,1,35.39478,1,1,0,9/14/2018 1:14:00 PM,22E4A55E-B86A-11E8-A958-1078D2F1DBE9,13:14,Coffee,,N,9/14/2018 12:00:00 AM,1,Par,18-0687,7419CE7B-42BB-E811-80DD-0050568862B1,,-- UNKNOWN RAMP/ROAD --,,0,1352,35.39478,-86.14464,-86.14464,102147920,0,102147920,DRIVER,,NEW MANCHESTER HWY,,01,N,03,18-0687,00,,02,T,1
00,Not in a City,,9/7/2018 12:00:00 AM,1,35.73014,1,1,0,9/7/2018 11:02:00 PM,3BB4D0E1-62C4-11E9-B0A3-C8D3FFB35AC0,23:02,Henderson,,N,9/7/2018 12:00:00 AM,1,Email,18-0655,B5ED6AD9-06B5-E811-80DD-0050568862B1,,,,0,1345,35.73014,-88.59653,-88.59653,102148073,95.7,102148073,DRIVER,,I 40,,01,N,01,18-0655,00,,08,T,1
01,Nashville,,9/21/2018 12:00:00 AM,1,36.16844,1,1,0,9/21/2018 8:36:00 AM,23F3E187-BDCC-11E8-B51D-1866DA01E982,08:36,Davidson,,N,9/21/2018 12:00:00 AM,1,Email,18-0713,EA8A7718-C2C0-E811-80DE-0050568862B1,,S 6TH ST,,0,1359,36.16844,-86.76002,-86.76002,102152613,0,102152613,PED,,SHELBY AV,,01,N,06,18-0713,00,,03,T,1
02,Nashville,,9/20/2018 12:00:00 AM,1,36.13593,1,1,0,9/20/2018 10:32:00 PM,C4DCDF96-F40D-11E8-8576-484D7EFA74FE,22:32,Davidson,,N,9/20/2018 12:00:00 AM,1,Email,18-0701,F4DF5906-AEBD-E811-80DE-0050568862B1,,EAST ARGYLE AV,,0,1358,36.13593,-86.77628,-86.77628,102153989,0,102153989,DRIVER,,RIDLEY BLVD,,01,N,06,18-0701,00,,03,T,1
00,Not in a City,,10/2/2018 12:00:00 AM,1,35.98775,1,1,0,10/2/2018 1:30:00 PM,2D196EB2-C67C-11E8-8503-60380EF5D266,13:30,Hickman,,N,10/2/2018 12:00:00 AM,1,Email,18-0737,0A25DD5C-0BC7-E811-80DE-0050568862B1,,,,0,1370,35.98775,-87.49134,-87.49134,102168026,163.2,102168026,DRIVER,,I 40,,01,N,01,18-0737,00,,07,T,1
00,Not in a City,,10/2/2018 12:00:00 AM,1,35.98775,1,1,0,10/2/2018 1:30:00 PM,2D196EB2-C67C-11E8-8503-60380EF5D266,13:30,Hickman,,N,10/2/2018 12:00:00 AM,1,Email,18-0737,C02E2181-0BC7-E811-80DE-0050568862B1,,,,0,1370,35.98775,-87.49134,-87.49134,102168026,163.2,102168026,PASS,,I 40,,01,N,01,18-0737,00,,07,T,1
00,Nashville,,10/16/2018 12:00:00 AM,1,36.27891,1,1,0,10/16/2018 1:38:00 AM,494BB65C-D189-11E8-99A6-B8CA3AAB834B,01:38,Davidson,,N,10/16/2018 12:00:00 AM,1,Par,18-0775,263D8730-A5D3-E811-80DF-0050568862B1,,I24 W ENT RAMP,,0,1384,36.27891,-86.80146,-86.80146,102179549,0,102179549,DRIVER,,I 24,,02,N,01,18-0775,00,,03,T,1
02,Not in a City,,10/22/2018 12:00:00 AM,1,35.97558,1,1,0,10/22/2018 6:00:00 AM,7DC1E7E9-D625-11E8-BB9F-705812E3244A,06:00,Gibson,,N,10/22/2018 12:00:00 AM,1,Email,18-0792,6AB4AD47-CDD6-E811-80DF-0050568862B1,,GANN RD,,0,1390,35.97558,-88.74866,-88.74866,102185479,0,102185479,DRIVER,,CADES ATWOOD RD,,01,N,04,18-0792,00,,08,T,1
00,Not in a City,,10/31/2018 12:00:00 AM,1,35.8366,1,1,0,10/31/2018 6:06:00 PM,CD36CF93-DDEC-11E8-84C2-60380EF5D345,18:06,Loudon,,N,10/31/2018 12:00:00 AM,1,Email,18-0815,328A8780-ADDE-E811-80DF-0050568862B1,,HWY 70W,,0,1399,35.8366,-84.32154,-84.32154,102198027,0,102198027,DRIVER,,RILEY DR,,01,N,02,18-0815,00,,01,T,1
01,MURFREESBORO,,11/9/2018 12:00:00 AM,1,35.81368,1,1,0,11/9/2018 4:34:00 PM,BFC60A88-E528-11E8-A037-F8BC1283C7CE,16:34,Rutherford,,N,11/9/2018 12:00:00 AM,1,Par,18-0846,79BF28D5-5DE7-E811-80DF-0050568862B1,,SE BROAD ST,,0,1408,35.81368,-86.38027,-86.38027,102206759,0,102206759,DRIVER,,S RUTHERFORD BLVD,,01,N,06,18-0846,00,,03,T,1
01,Lexington,,11/16/2018 12:00:00 AM,1,35.65427,1,1,0,11/16/2018 7:26:00 PM,BFB9980D-EA40-11E8-8E6B-005056A5B1E2,19:26,Henderson,,N,11/16/2018 12:00:00 AM,1,Email,18-0862,B0580BBF-09EC-E811-80DF-0050568862B1,,HOSPITAL DR,,0,1415,35.65427,-88.39913,-88.39913,102213856,0,102213856,DRIVER,,CHURCH STW,,01,N,02,18-0862,00,,08,T,1
02,Not in a City,,11/23/2018 12:00:00 AM,1,36.0804,1,1,0,11/23/2018 9:15:00 PM,AE88D1F9-EFCD-11E8-B700-2016B97A55C0,21:15,Jefferson,,N,11/23/2018 12:00:00 AM,1,Par,18-0896,91082CBA-DEF3-E811-80E0-0050568862B1,,W OLD A J HWY,,0,1422,36.0804,-83.61753,-83.61753,102225556,0,102225556,DRIVER,,W HIGHWAY 11E,,01,N,03,18-0896,00,,05,T,1
00,Nashville,,11/30/2018 12:00:00 AM,1,36.12784,1,1,0,11/30/2018 7:09:00 PM,A8D9D344-F77D-11E8-94BB-B8CA3AAB8629,19:09,Davidson,,N,11/30/2018 12:00:00 AM,1,Email,18-0909,A5ABE037-A8F6-E811-80E0-0050568862B1,,,,0,1429,36.12784,-86.90119,-86.90119,102234368,200.85,102234368,PASS,,I 40,,05,N,01,18-0909,00,,03,T,1
00,Nashville,,11/30/2018 12:00:00 AM,1,36.12784,1,1,0,11/30/2018 7:09:00 PM,A8D9D344-F77D-11E8-94BB-B8CA3AAB8629,19:09,Davidson,,N,11/30/2018 12:00:00 AM,1,Email,18-0909,A7DD6175-A8F6-E811-80E0-0050568862B1,,,,0,1429,36.12784,-86.90119,-86.90119,102234368,200.85,102234368,PASS,,I 40,,05,N,01,18-0909,00,,03,T,1
00,Not in a City,,12/3/2018 12:00:00 AM,1,35.8681,1,1,0,12/3/2018 9:02:00 AM,AC16924F-F7D6-11E8-A297-1078D2E11441,09:02,Knox,,N,12/3/2018 12:00:00 AM,1,Par,18-0997,4A3FBA8E-4A3F-E911-80E4-0050568862B1,,BURCH COVE WAY,,0,1432,35.8681,-84.11001,-84.11001,102234674,0,102234674,DRIVER,,WESTLAND DR,,05,N,04,18-0997,00,,01,T,1
00,Not in a City,,12/4/2018 12:00:00 AM,1,36.34365,1,1,0,12/4/2018 1:09:00 PM,A8F68E91-F809-11E8-B717-2016B97A7BD1,13:09,Cheatham,,N,12/4/2018 12:00:00 AM,1,Email,18-0918,46EAE4AB-99F8-E811-80E0-0050568862B1,,NEPTUNE RD,,0,1433,36.34365,-87.17332,-87.17332,102235907,0,102235907,DRIVER,,HIGHWAY 12N,,01,Y,03,18-0918,00,,03,T,1
01,Athens,,12/10/2018 12:00:00 AM,1,35.42194,1,1,0,12/10/2018 6:53:00 AM,3A9BAFAF-FD10-11E8-AFC1-415645000030,06:53,McMinn,,N,12/10/2018 12:00:00 AM,1,Par,18-0935,787903F6-51FD-E811-80E0-0050568862B1,,HIGHWAY 30E,,0,1439,35.42194,-84.58385,-84.58385,102242059,0,102242059,PED,,S WHITE ST,,01,N,03,18-0935,00,,02,T,1
00,Clarksville,,12/5/2018 12:00:00 AM,1,36.61744,1,1,0,12/5/2018 3:11:00 PM,B4A13F38-F8EE-11E8-B6F3-BCC3428C9323,15:11,Montgomery,,N,12/5/2018 12:00:00 AM,1,Email,18-0921,198C30B0-60F9-E811-80E0-0050568862B1,,,,0,1434,36.61744,-87.2976,-87.2976,102242657,2.9,102242657,DRIVER,,I 24,,01,N,01,18-0921,00,,03,T,1
00,Not in a City,,12/6/2018 12:00:00 AM,1,36.13827,1,1,0,12/6/2018 3:36:00 PM,13937BA0-F9DB-11E8-960A-340286B029C0,15:36,Putnam,,N,12/6/2018 12:00:00 AM,1,Email,18-0925,931CA187-DCF9-E811-80E0-0050568862B1,,,,0,1435,36.13827,-85.61951,-85.61951,102245380,280.55,102245380,DRIVER,,I 40,,01,N,01,18-0925,00,,06,T,1
00,Smyrna,,12/6/2018 12:00:00 AM,1,35.92875,1,1,0,12/6/2018 8:10:00 AM,C76B5B2C-F981-11E8-B717-40A3CC2BA17D,08:10,Rutherford,,N,12/6/2018 12:00:00 AM,1,Email,18-0933,CCF68860-51FD-E811-80E0-0050568862B1,,,,0,1435,35.92875,-86.52584,-86.52584,102248600,70.45,102248600,DRIVER,,I 24,,05,N,01,18-0933,00,,03,T,1
00,Not in a City,,12/14/2018 12:00:00 AM,1,36.60206,1,1,0,12/14/2018 8:05:00 AM,A68B8BCC-FFDB-11E8-8888-C4346B722912,08:05,Clay,,N,12/14/2018 12:00:00 AM,1,Email,18-0951,A97FEEF0-0A02-E911-80E0-0050568862B1,,TWIN BOYS LN,,0,1443,36.60206,-85.63343,-85.63343,102249168,0,102249168,DRIVER,,TOMPKINSVILLE HWY,,01,N,03,18-0951,00,,06,T,1
00,Not in a City,,12/17/2018 12:00:00 AM,1,36.42823,1,1,0,12/17/2018 7:23:00 PM,5A0360F6-027C-11E9-9928-A813743B2AC8,19:23,Robertson,,N,12/17/2018 12:00:00 AM,1,Email,18-0962,EC9A48F7-C602-E911-80E0-0050568862B1,,,,0,1446,36.42823,-87.06687,-87.06687,102251914,21.6,102251914,DRIVER,,I 24,,05,N,01,18-0962,00,,03,T,1
00,Not in a City,,12/19/2018 12:00:00 AM,1,36.01513,1,1,0,12/19/2018 5:40:00 AM,D5B68FB5-039E-11E9-B71B-40A3CC1E8DBC,05:40,Cumberland,,N,12/19/2018 12:00:00 AM,1,Email,18-0965,8DF4C500-5704-E911-80E2-0050568862B1,,,,0,1448,36.01513,-85.06924,-85.06924,102253582,315.9,102253582,DRIVER,,I 40,,01,N,01,18-0965,00,,06,T,1
00,Not in a City,,12/22/2018 12:00:00 AM,1,36.04438,1,1,0,12/22/2018 9:01:00 PM,C5856E09-069C-11E9-A516-38DEADDEAF2F,21:01,Knox,,N,12/22/2018 12:00:00 AM,1,Par,18-0974,FD24365F-1A09-E911-80E2-0050568862B1,RD,HARRIS,,0,1451,36.04438,-83.86908,-83.86908,102255706,0,102255706,PASS,,MILLERTOWN,,01,Y,04,18-0974,00,,01,T,1
00,Not in a City,,12/11/2018 12:00:00 AM,1,35.37542,1,1,0,12/11/2018 6:03:00 PM,36D3184B-FDD2-11E8-853E-8CC1214C675D,18:03,Marshall,,N,12/11/2018 12:00:00 AM,1,Email,18-0940,5BB4155C-10FE-E811-80E0-0050568862B1,,,,0,1440,35.37542,-86.88308,-86.88308,102256830,27.3,102256830,PASS,,I 65,,04,Y,01,18-0940,00,,07,T,1
01,Murfreesboro,,12/24/2018 12:00:00 AM,1,35.87036,1,1,0,12/24/2018 10:13:00 AM,389C2B35-0834-11E9-A347-002220104D22,10:13,Rutherford,,N,12/24/2018 12:00:00 AM,1,Par,18-0983,9489DD1D-990E-E911-80E2-0050568862B1,,E MTCS RD,,0,1453,35.87036,-86.38588,-86.38588,102257352,0,102257352,DRIVER,,MEMORIAL BLVD,,01,N,02,18-0983,00,,03,T,1
